dataset_id,isolate_id,accession,assembly_path,contigs,assembly_size_bp,n50_bp,longest_contig_bp,gc_percent,ambiguous_bases,size_gate,contig_gate,completeness_percent,contamination_percent,species_confirmation,basic_qc_status
CHINA_NINGXIA_2022,SHZY26,GCA_021062545.1,data/assemblies/CHINA_NINGXIA_2022/SHZY26.fna,19,1587636,107682,549291,38.66403,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY27,GCA_021062525.1,data/assemblies/CHINA_NINGXIA_2022/SHZY27.fna,28,1585070,59689,229195,38.71059,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY28,GCA_021062485.1,data/assemblies/CHINA_NINGXIA_2022/SHZY28.fna,21,1623431,107470,533227,38.6593,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY29,GCA_021062435.1,data/assemblies/CHINA_NINGXIA_2022/SHZY29.fna,16,1549400,211325,332973,38.83994,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY30,GCA_021060485.1,data/assemblies/CHINA_NINGXIA_2022/SHZY30.fna,16,1566046,174274,489905,38.72421,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY31,GCA_021062495.1,data/assemblies/CHINA_NINGXIA_2022/SHZY31.fna,20,1589338,168670,419998,38.64269,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY32,GCA_021062425.1,data/assemblies/CHINA_NINGXIA_2022/SHZY32.fna,33,1531190,66226,168341,38.88812,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY33,GCA_021062305.1,data/assemblies/CHINA_NINGXIA_2022/SHZY33.fna,25,1591142,122206,240470,38.63816,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY34,GCA_021062335.1,data/assemblies/CHINA_NINGXIA_2022/SHZY34.fna,15,1592319,158277,378052,38.70449,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY35,GCA_021062375.1,data/assemblies/CHINA_NINGXIA_2022/SHZY35.fna,21,1626393,88750,275837,38.53601,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY36,GCA_021062265.1,data/assemblies/CHINA_NINGXIA_2022/SHZY36.fna,25,1572034,104201,311817,38.73059,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY37,GCA_021062245.1,data/assemblies/CHINA_NINGXIA_2022/SHZY37.fna,20,1528158,165933,466565,38.88027,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY38,GCA_021062135.1,data/assemblies/CHINA_NINGXIA_2022/SHZY38.fna,43,1697563,65226,201594,38.59197,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY39,GCA_021062165.1,data/assemblies/CHINA_NINGXIA_2022/SHZY39.fna,31,1588684,83920,160145,38.69914,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY40,GCA_021062125.1,data/assemblies/CHINA_NINGXIA_2022/SHZY40.fna,23,1580448,98468,308322,38.6665,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY41,GCA_021062105.1,data/assemblies/CHINA_NINGXIA_2022/SHZY41.fna,36,1614687,87781,249973,38.67356,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY42,GCA_021061965.1,data/assemblies/CHINA_NINGXIA_2022/SHZY42.fna,27,1573102,93797,333220,38.71936,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY43,GCA_021062005.1,data/assemblies/CHINA_NINGXIA_2022/SHZY43.fna,19,1579207,109147,318143,38.68182,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY44,GCA_021061945.1,data/assemblies/CHINA_NINGXIA_2022/SHZY44.fna,20,1541999,181875,352473,38.83556,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY45,GCA_021061975.1,data/assemblies/CHINA_NINGXIA_2022/SHZY45.fna,20,1639179,105784,213348,38.74525,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY46,GCA_021061905.1,data/assemblies/CHINA_NINGXIA_2022/SHZY46.fna,17,1613577,161898,360199,38.63918,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY47,GCA_021061915.1,data/assemblies/CHINA_NINGXIA_2022/SHZY47.fna,22,1580613,123422,358766,38.70429,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY48,GCA_021061845.1,data/assemblies/CHINA_NINGXIA_2022/SHZY48.fna,22,1638097,111929,560012,38.54125,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY49,GCA_021061875.1,data/assemblies/CHINA_NINGXIA_2022/SHZY49.fna,31,1550265,79350,213316,38.69816,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY50,GCA_021061865.1,data/assemblies/CHINA_NINGXIA_2022/SHZY50.fna,16,1552437,115003,430132,38.83166,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY51,GCA_021061825.1,data/assemblies/CHINA_NINGXIA_2022/SHZY51.fna,21,1572998,119798,347155,38.73489,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY52,GCA_021061765.1,data/assemblies/CHINA_NINGXIA_2022/SHZY52.fna,26,1543625,75612,240948,38.84091,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY53,GCA_021061745.1,data/assemblies/CHINA_NINGXIA_2022/SHZY53.fna,28,1521966,70171,314703,38.82064,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY54,GCA_021060345.1,data/assemblies/CHINA_NINGXIA_2022/SHZY54.fna,29,1611499,102687,359622,38.61225,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY55,GCA_021060405.1,data/assemblies/CHINA_NINGXIA_2022/SHZY55.fna,28,1565253,94829,302415,38.83954,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY56,GCA_021060385.1,data/assemblies/CHINA_NINGXIA_2022/SHZY56.fna,94,1603341,20543,67568,38.56584,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY57,GCA_021060365.1,data/assemblies/CHINA_NINGXIA_2022/SHZY57.fna,27,1606565,80104,204316,38.65695,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY58,GCA_021061785.1,data/assemblies/CHINA_NINGXIA_2022/SHZY58.fna,110,1587876,18596,56303,38.42044,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY59,GCA_021060425.1,data/assemblies/CHINA_NINGXIA_2022/SHZY59.fna,25,1575531,144053,234013,38.7145,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
CHINA_NINGXIA_2022,SHZY60,GCA_021061795.1,data/assemblies/CHINA_NINGXIA_2022/SHZY60.fna,22,1582057,110467,377491,38.75821,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-001,GCA_034693425.1,data/assemblies/HPGP_GLOBAL/ALG-001.fna,1,1631355,1631355,1631355,38.93451,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-002,GCA_034692205.1,data/assemblies/HPGP_GLOBAL/ALG-002.fna,1,1636597,1636597,1636597,39.01064,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-003,GCA_034691725.1,data/assemblies/HPGP_GLOBAL/ALG-003.fna,1,1653596,1653596,1653596,38.97203,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-004,GCA_034692485.1,data/assemblies/HPGP_GLOBAL/ALG-004.fna,1,1636089,1636089,1636089,38.98131,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-005,GCA_034691625.1,data/assemblies/HPGP_GLOBAL/ALG-005.fna,1,1563520,1563520,1563520,39.21843,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-007,GCA_034690485.1,data/assemblies/HPGP_GLOBAL/ALG-007.fna,1,1612412,1612412,1612412,39.02663,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-008,GCA_034689985.1,data/assemblies/HPGP_GLOBAL/ALG-008.fna,1,1641827,1641827,1641827,38.98468,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-009,GCA_034689205.1,data/assemblies/HPGP_GLOBAL/ALG-009.fna,1,1584247,1584247,1584247,39.1242,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ALG-010,GCA_034688185.1,data/assemblies/HPGP_GLOBAL/ALG-010.fna,1,1629562,1629562,1629562,39.00717,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-001,GCA_034687045.1,data/assemblies/HPGP_GLOBAL/ARG-001.fna,1,1624657,1624657,1624657,39.02024,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-002,GCA_034697585.1,data/assemblies/HPGP_GLOBAL/ARG-002.fna,1,1639097,1639097,1639097,39.0116,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-003,GCA_034686345.1,data/assemblies/HPGP_GLOBAL/ARG-003.fna,1,1614729,1614729,1614729,39.00054,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-004,GCA_034685685.1,data/assemblies/HPGP_GLOBAL/ARG-004.fna,1,1564050,1564050,1564050,39.19715,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-005,GCA_034685225.1,data/assemblies/HPGP_GLOBAL/ARG-005.fna,1,1621840,1621840,1621840,38.98837,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-006,GCA_034684225.1,data/assemblies/HPGP_GLOBAL/ARG-006.fna,1,1616607,1616607,1616607,39.15194,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-007,GCA_034683685.1,data/assemblies/HPGP_GLOBAL/ARG-007.fna,1,1696855,1696855,1696855,38.82577,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-008,GCA_034682435.1,data/assemblies/HPGP_GLOBAL/ARG-008.fna,1,1610666,1610666,1610666,38.79904,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-009,GCA_034783535.1,data/assemblies/HPGP_GLOBAL/ARG-009.fna,1,1600015,1600015,1600015,38.80182,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,ARG-010,GCA_034781135.1,data/assemblies/HPGP_GLOBAL/ARG-010.fna,1,1612084,1612084,1612084,38.75152,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-002,GCA_034760955.1,data/assemblies/HPGP_GLOBAL/BRA-002.fna,1,1649978,1649978,1649978,39.15549,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-006,GCA_034757175.1,data/assemblies/HPGP_GLOBAL/BRA-006.fna,1,1674090,1674090,1674090,38.90137,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-009,GCA_034753475.1,data/assemblies/HPGP_GLOBAL/BRA-009.fna,1,1570607,1570607,1570607,39.22254,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-010,GCA_034753215.1,data/assemblies/HPGP_GLOBAL/BRA-010.fna,1,1676807,1676807,1676807,39.10802,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-013,GCA_034749875.1,data/assemblies/HPGP_GLOBAL/BRA-013.fna,1,1686871,1686871,1686871,38.94435,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-014,GCA_034752235.1,data/assemblies/HPGP_GLOBAL/BRA-014.fna,1,1691857,1691857,1691857,39.01057,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-017,GCA_034748115.1,data/assemblies/HPGP_GLOBAL/BRA-017.fna,1,1611056,1611056,1611056,39.02093,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-018,GCA_034747315.1,data/assemblies/HPGP_GLOBAL/BRA-018.fna,1,1660087,1660087,1660087,39.12662,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-020,GCA_034745675.1,data/assemblies/HPGP_GLOBAL/BRA-020.fna,1,1622043,1622043,1622043,39.24582,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-022,GCA_034745655.1,data/assemblies/HPGP_GLOBAL/BRA-022.fna,1,1633843,1633843,1633843,39.21423,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-023,GCA_034745635.1,data/assemblies/HPGP_GLOBAL/BRA-023.fna,1,1636227,1636227,1636227,39.14836,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,BRA-025,GCA_034745615.1,data/assemblies/HPGP_GLOBAL/BRA-025.fna,1,1658306,1658306,1658306,38.95288,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-001,GCA_034809505.1,data/assemblies/HPGP_GLOBAL/CHI-001.fna,1,1641691,1641691,1641691,38.87016,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-002,GCA_034809485.1,data/assemblies/HPGP_GLOBAL/CHI-002.fna,1,1619936,1619936,1619936,38.99339,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-004,GCA_034809465.1,data/assemblies/HPGP_GLOBAL/CHI-004.fna,1,1648441,1648441,1648441,38.97543,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-005,GCA_034809445.1,data/assemblies/HPGP_GLOBAL/CHI-005.fna,1,1663842,1663842,1663842,38.96374,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-007,GCA_034809405.1,data/assemblies/HPGP_GLOBAL/CHI-007.fna,1,1605929,1605929,1605929,38.96455,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-008,GCA_034809385.1,data/assemblies/HPGP_GLOBAL/CHI-008.fna,1,1609626,1609626,1609626,39.03863,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-010,GCA_034701225.1,data/assemblies/HPGP_GLOBAL/CHI-010.fna,1,1639546,1639546,1639546,38.95804,100,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-011,GCA_034809365.1,data/assemblies/HPGP_GLOBAL/CHI-011.fna,1,1710266,1710266,1710266,38.79531,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-014,GCA_034809045.1,data/assemblies/HPGP_GLOBAL/CHI-014.fna,1,1663539,1663539,1663539,38.80336,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-017,GCA_034806865.1,data/assemblies/HPGP_GLOBAL/CHI-017.fna,1,1646264,1646264,1646264,38.9217,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-018,GCA_034806065.1,data/assemblies/HPGP_GLOBAL/CHI-018.fna,1,1672193,1672193,1672193,38.80144,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-021,GCA_034805205.1,data/assemblies/HPGP_GLOBAL/CHI-021.fna,1,1703098,1703098,1703098,38.81544,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-022,GCA_034672865.1,data/assemblies/HPGP_GLOBAL/CHI-022.fna,1,1666738,1666738,1666738,38.92915,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
HPGP_GLOBAL,CHI-023,GCA_034804365.1,data/assemblies/HPGP_GLOBAL/CHI-023.fna,1,1694593,1694593,1694593,38.79775,0,PASS,PASS,NOT_COMPUTED,NOT_COMPUTED,NCBI_H_PYLORI_RECORD,PASS
