dataset_id,isolate_id,antibiotic,prediction,sequence_support,marker_summary,callable,basic_qc_status,phenotype,phenotype_quality,phenotype_recomputed,mic_raw,mic_numeric,mic_operator,borderline_mic,ast_method,medium,breakpoint_standard,breakpoint_version,near_clone_group,lineage_recomputed,country,bootstrap_unit,analysis_status,correct,development_5nn_distance,development_5nn_percentile,outcome,error
CHINA_NINGXIA_2022,SHZY15,levofloxacin,R,ASSEMBLY_ONLY,A88V;N87I,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0015,SNP_CLUSTER_03,China,NCG0015,PRIMARY,yes,0.13051614457480193,0.04830917874396135,TP,False
CHINA_NINGXIA_2022,SHZY16,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.008,0.008,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0016,SNP_CLUSTER_03,China,NCG0016,PRIMARY,yes,0.196531902982668,0.12077294685990338,TN,False
CHINA_NINGXIA_2022,SHZY17,clarithromycin,R,ASSEMBLY_ONLY,A2143G,yes,PASS,R,A_mic_public_exact_link,R,8,8,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0017,SNP_CLUSTER_03,China,NCG0017,PRIMARY,yes,0.13375309997133042,0.05555555555555555,TP,False
CHINA_NINGXIA_2022,SHZY17,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,S,A_mic_public_exact_link,S,0.5,0.5,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0017,SNP_CLUSTER_03,China,NCG0017,PRIMARY,no,0.13375309997133042,0.05555555555555555,FP,True
CHINA_NINGXIA_2022,SHZY18,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,8,8,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0018,SNP_CLUSTER_03,China,NCG0018,PRIMARY,no,0.16755669748789576,0.10628019323671498,FN,True
CHINA_NINGXIA_2022,SHZY19,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0019,SNP_CLUSTER_01,China,NCG0019,PRIMARY,no,0.8036620898350681,0.8236714975845411,FN,True
CHINA_NINGXIA_2022,SHZY20,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0020,SNP_CLUSTER_03,China,NCG0020,PRIMARY,no,0.16612509325105296,0.10386473429951691,FP,True
CHINA_NINGXIA_2022,SHZY21,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.5,0.5,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0021,SNP_CLUSTER_03,China,NCG0021,PRIMARY,yes,0.20900243861162165,0.13043478260869565,TN,False
CHINA_NINGXIA_2022,SHZY22,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,1,1,=,yes,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0022,SNP_CLUSTER_03,China,NCG0022,PRIMARY,yes,0.1883973882871701,0.11835748792270531,TN,False
CHINA_NINGXIA_2022,SHZY23,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0023,SNP_CLUSTER_03,China,NCG0023,PRIMARY,no,0.13180434581439995,0.050724637681159424,FN,True
CHINA_NINGXIA_2022,SHZY24,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.25,0.25,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0024,SNP_CLUSTER_03,China,NCG0024,PRIMARY,yes,0.18957171914811574,0.12077294685990338,TN,False
CHINA_NINGXIA_2022,SHZY26,levofloxacin,R,ASSEMBLY_ONLY,D91G,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0025,SNP_CLUSTER_03,China,NCG0025,PRIMARY,yes,0.13624062106099638,0.057971014492753624,TP,False
CHINA_NINGXIA_2022,SHZY27,clarithromycin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0026,SNP_CLUSTER_03,China,NCG0026,PRIMARY,yes,0.135215107464352,0.057971014492753624,TN,False
CHINA_NINGXIA_2022,SHZY27,levofloxacin,R,ASSEMBLY_ONLY,D91N,yes,PASS,R,A_mic_public_exact_link,R,4,4,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0026,SNP_CLUSTER_03,China,NCG0026,PRIMARY,yes,0.135215107464352,0.057971014492753624,TP,False
CHINA_NINGXIA_2022,SHZY28,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,S,A_mic_public_exact_link,S,0.25,0.25,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0027,SNP_CLUSTER_03,China,NCG0027,PRIMARY,no,0.10767790110903268,0.007246376811594203,FP,True
CHINA_NINGXIA_2022,SHZY29,levofloxacin,R,ASSEMBLY_ONLY,D91Y,yes,PASS,R,A_mic_public_exact_link,R,16,16,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0028,SNP_CLUSTER_03,China,NCG0028,PRIMARY,yes,0.1606188154580852,0.10144927536231885,TP,False
CHINA_NINGXIA_2022,SHZY30,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.5,0.5,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0029,SNP_CLUSTER_03,China,NCG0029,PRIMARY,yes,0.10397754391648802,0.004830917874396135,TN,False
CHINA_NINGXIA_2022,SHZY31,levofloxacin,R,ASSEMBLY_ONLY,D91N,yes,PASS,S,A_mic_public_exact_link,S,0.032,0.032,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0030,SNP_CLUSTER_03,China,NCG0030,PRIMARY,no,0.14816874401543584,0.0821256038647343,FP,True
CHINA_NINGXIA_2022,SHZY32,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.25,0.25,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0031,SNP_CLUSTER_03,China,NCG0031,PRIMARY,yes,0.138742764003633,0.06521739130434782,TN,False
CHINA_NINGXIA_2022,SHZY33,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.008,0.008,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0032,SNP_CLUSTER_03,China,NCG0032,PRIMARY,yes,0.1450577913426478,0.0748792270531401,TN,False
CHINA_NINGXIA_2022,SHZY34,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,S,A_mic_public_exact_link,S,0.008,0.008,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0033,SNP_CLUSTER_03,China,NCG0033,PRIMARY,no,0.10374911807630019,0.004830917874396135,FP,True
CHINA_NINGXIA_2022,SHZY35,levofloxacin,R,ASSEMBLY_ONLY,N87I,yes,PASS,R,A_mic_public_exact_link,R,16,16,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0034,SNP_CLUSTER_03,China,NCG0034,PRIMARY,yes,0.129809180058246,0.04830917874396135,TP,False
CHINA_NINGXIA_2022,SHZY36,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,S,A_mic_public_exact_link,S,1,1,=,yes,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0035,SNP_CLUSTER_03,China,NCG0035,PRIMARY,no,0.1444662707544265,0.0748792270531401,FP,True
CHINA_NINGXIA_2022,SHZY37,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.125,0.125,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0036,SNP_CLUSTER_03,China,NCG0036,PRIMARY,yes,0.12161007594607717,0.026570048309178744,TN,False
CHINA_NINGXIA_2022,SHZY38,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0037,SNP_CLUSTER_01,China,NCG0037,PRIMARY,no,0.49422678798255887,0.6159420289855072,FN,True
CHINA_NINGXIA_2022,SHZY39,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,16,16,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0038,SNP_CLUSTER_04,China,NCG0038,PRIMARY,no,0.9642048942406178,0.8840579710144928,FN,True
CHINA_NINGXIA_2022,SHZY40,clarithromycin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0039,SNP_CLUSTER_03,China,NCG0039,PRIMARY,yes,0.11576717960430631,0.021739130434782608,TN,False
CHINA_NINGXIA_2022,SHZY40,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.008,0.008,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0039,SNP_CLUSTER_03,China,NCG0039,PRIMARY,yes,0.11576717960430631,0.021739130434782608,TN,False
CHINA_NINGXIA_2022,SHZY41,levofloxacin,R,ASSEMBLY_ONLY,D91N,yes,PASS,R,A_mic_public_exact_link,R,8,8,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0040,SNP_CLUSTER_03,China,NCG0040,PRIMARY,yes,0.7241978245133908,0.7801932367149759,TP,False
CHINA_NINGXIA_2022,SHZY42,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0041,SNP_CLUSTER_03,China,NCG0041,PRIMARY,yes,0.11483125814851783,0.01932367149758454,TN,False
CHINA_NINGXIA_2022,SHZY43,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0042,SNP_CLUSTER_03,China,NCG0042,PRIMARY,no,0.11693704872016508,0.021739130434782608,FN,True
CHINA_NINGXIA_2022,SHZY44,levofloxacin,R,ASSEMBLY_ONLY,N87I,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0043,SNP_CLUSTER_03,China,NCG0043,PRIMARY,yes,0.10939009954394516,0.007246376811594203,TP,False
CHINA_NINGXIA_2022,SHZY45,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0044,SNP_CLUSTER_03,China,NCG0044,PRIMARY,yes,0.17143067629304912,0.1111111111111111,TN,False
CHINA_NINGXIA_2022,SHZY46,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0045,SNP_CLUSTER_03,China,NCG0045,PRIMARY,yes,0.18520417906931702,0.11835748792270531,TP,False
CHINA_NINGXIA_2022,SHZY47,levofloxacin,R,ASSEMBLY_ONLY,N87K,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0046,SNP_CLUSTER_03,China,NCG0046,PRIMARY,yes,0.11558493607143003,0.021739130434782608,TP,False
CHINA_NINGXIA_2022,SHZY48,clarithromycin,R,ASSEMBLY_ONLY,A2143G,yes,PASS,R,A_mic_public_exact_link,R,8,8,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0047,SNP_CLUSTER_03,China,NCG0047,PRIMARY,yes,0.18185349172224868,0.11594202898550725,TP,False
CHINA_NINGXIA_2022,SHZY48,levofloxacin,R,ASSEMBLY_ONLY,N87I,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0047,SNP_CLUSTER_03,China,NCG0047,PRIMARY,yes,0.18185349172224868,0.11594202898550725,TP,False
CHINA_NINGXIA_2022,SHZY49,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.064,0.064,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0048,SNP_CLUSTER_03,China,NCG0048,PRIMARY,yes,0.12541496427560897,0.03140096618357488,TN,False
CHINA_NINGXIA_2022,SHZY50,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.25,0.25,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0049,SNP_CLUSTER_03,China,NCG0049,PRIMARY,yes,0.11136615024571483,0.012077294685990338,TN,False
CHINA_NINGXIA_2022,SHZY51,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.5,0.5,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0050,SNP_CLUSTER_03,China,NCG0050,PRIMARY,yes,0.13030506545190232,0.04830917874396135,TN,False
CHINA_NINGXIA_2022,SHZY52,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,2,2,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0051,SNP_CLUSTER_03,China,NCG0051,PRIMARY,no,0.12314011391946929,0.028985507246376812,FN,True
CHINA_NINGXIA_2022,SHZY53,levofloxacin,R,ASSEMBLY_ONLY,D91N,yes,PASS,R,A_mic_public_exact_link,R,8,8,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0052,SNP_CLUSTER_03,China,NCG0052,PRIMARY,yes,0.1356518095647522,0.057971014492753624,TP,False
CHINA_NINGXIA_2022,SHZY54,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,1,1,=,yes,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0053,SNP_CLUSTER_03,China,NCG0053,PRIMARY,yes,0.1040811982858237,0.004830917874396135,TN,False
CHINA_NINGXIA_2022,SHZY55,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,2,2,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0054,SNP_CLUSTER_01,China,NCG0054,PRIMARY,no,0.5634355243715063,0.6714975845410628,FN,True
CHINA_NINGXIA_2022,SHZY57,clarithromycin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,0.125,0.125,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0055,SNP_CLUSTER_03,China,NCG0055,PRIMARY,yes,0.10842278439129553,0.007246376811594203,TN,False
CHINA_NINGXIA_2022,SHZY57,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,2,2,=,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0055,SNP_CLUSTER_03,China,NCG0055,PRIMARY,no,0.10842278439129553,0.007246376811594203,FN,True
CHINA_NINGXIA_2022,SHZY59,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,S,A_mic_public_exact_link,S,1,1,=,yes,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0056,SNP_CLUSTER_03,China,NCG0056,PRIMARY,yes,0.10153884120552817,0.0024154589371980675,TN,False
CHINA_NINGXIA_2022,SHZY60,levofloxacin,S,ASSEMBLY_ONLY,,yes,PASS,R,A_mic_public_exact_link,R,>32,32,>,no,Etest (BIO-KONT),Mueller-Hinton blood agar,EUCAST,publication says EUCAST but does not state version,NCG0057,SNP_CLUSTER_03,China,NCG0057,PRIMARY,no,0.09592369282448579,0.0024154589371980675,FN,True
ZENODO_10369064,S01,clarithromycin,R,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:1.0000,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0468,SNP_CLUSTER_03,China,NCG0468,PRIMARY,yes,0.09683926669790874,0.0024154589371980675,TP,False
ZENODO_10369064,S01,levofloxacin,S,RAW_READ_SUPPORTED,N87N;A88A;D91D,yes,PASS,S,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0468,SNP_CLUSTER_03,China,NCG0468,PRIMARY,yes,0.09683926669790874,0.0024154589371980675,TN,False
ZENODO_10369064,S03,clarithromycin,R,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:0.6316,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0469,SNP_CLUSTER_03,China,NCG0469,PRIMARY,yes,0.09814568375405834,0.0024154589371980675,TP,False
ZENODO_10369064,S03,levofloxacin,S,RAW_READ_SUPPORTED,N87N;A88A;D91D,yes,PASS,S,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0469,SNP_CLUSTER_03,China,NCG0469,PRIMARY,yes,0.09814568375405834,0.0024154589371980675,TN,False
ZENODO_10369064,S04,clarithromycin,R,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:1.0000,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0470,SNP_CLUSTER_03,China,NCG0470,PRIMARY,yes,0.16205608315225337,0.10386473429951691,TP,False
ZENODO_10369064,S05,clarithromycin,R,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:1.0000,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0471,SNP_CLUSTER_03,China,NCG0471,PRIMARY,yes,0.12301993174364893,0.028985507246376812,TP,False
ZENODO_10369064,S05,levofloxacin,R,RAW_READ_SUPPORTED,N87K;A88A;D91D,yes,PASS,R,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0471,SNP_CLUSTER_03,China,NCG0471,PRIMARY,yes,0.12301993174364893,0.028985507246376812,TP,False
ZENODO_10369064,S06,clarithromycin,S,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:0.0000,yes,PASS,S,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0472,SNP_CLUSTER_03,China,NCG0472,PRIMARY,yes,0.10332758216339158,0.004830917874396135,TN,False
ZENODO_10369064,S07,clarithromycin,S,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,A2142:0.0000;A2143:0.0000,yes,PASS,S,B_categorical_public_exact_link_custom_threshold,,,,,unknown,Kirby-Bauer disk diffusion,Columbia blood agar,study-defined,Supplementary Figure 1 zone-diameter thresholds,NCG0473,SNP_CLUSTER_03,China,NCG0473,PRIMARY,yes,0.11652570275686798,0.021739130434782608,TN,False
