dataset_id,antibiotic,observed_n_resistant,observed_n_susceptible,assumed_prevalence,ppv,npv
CHINA_NINGXIA_2022,levofloxacin,28,29,0.5800000000000001,0.710304054054054,0.49014852985753243
CHINA_NINGXIA_2022,levofloxacin,28,29,0.5900000000000001,0.71870624474937,0.47986016111871094
CHINA_NINGXIA_2022,levofloxacin,28,29,0.6000000000000001,0.7270194986072424,0.4695121951219511
CHINA_NINGXIA_2022,levofloxacin,28,29,0.6100000000000001,0.7352452202826267,0.459104112521021
CHINA_NINGXIA_2022,levofloxacin,28,29,0.6200000000000001,0.7433847850055127,0.4486353879178165
CHINA_NINGXIA_2022,levofloxacin,28,29,0.63,0.7514395393474088,0.4381054897739505
CHINA_NINGXIA_2022,levofloxacin,28,29,0.64,0.7594108019639934,0.4275138803207896
CHINA_NINGXIA_2022,levofloxacin,28,29,0.65,0.7672998643147897,0.4168600154679041
CHINA_NINGXIA_2022,levofloxacin,28,29,0.66,0.7751079913606911,0.4061433447098975
CHINA_NINGXIA_2022,levofloxacin,28,29,0.67,0.7828364222401288,0.3953633110315854
CHINA_NINGXIA_2022,levofloxacin,28,29,0.68,0.7904863709246392,0.3845193508114855
CHINA_NINGXIA_2022,levofloxacin,28,29,0.6900000000000001,0.79805902685456,0.3736108937235873
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7000000000000001,0.8055555555555556,0.3626373626373625
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7100000000000001,0.8129770992366412,0.3515981735159816
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7200000000000001,0.820324777370351,0.3404927353126973
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7300000000000001,0.8275996872556685,0.3293204498653571
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7400000000000001,0.8348029045643154,0.31808071178900527
CHINA_NINGXIA_2022,levofloxacin,28,29,0.75,0.8419354838709677,0.3067729083665338
ZENODO_10369064,clarithromycin,20,24,0.05,0.5320197044334978,0.9945380063723259
ZENODO_10369064,clarithromycin,20,24,0.060000000000000005,0.5796064400715566,0.9933835691968388
ZENODO_10369064,clarithromycin,20,24,0.07,0.6191646191646194,0.9922070693014194
ZENODO_10369064,clarithromycin,20,24,0.08,0.6525679758308159,0.991007868115399
ZENODO_10369064,clarithromycin,20,24,0.09,0.6811492641906098,0.9897853021848103
ZENODO_10369064,clarithromycin,20,24,0.1,0.7058823529411767,0.9885386819484241
ZENODO_10369064,clarithromycin,20,24,0.11,0.7274954072259646,0.9872672904408218
ZENODO_10369064,clarithromycin,20,24,0.12000000000000001,0.7465437788018435,0.9859703819173812
ZENODO_10369064,clarithromycin,20,24,0.13,0.7634584013050573,0.9846471803956304
ZENODO_10369064,clarithromycin,20,24,0.14,0.7785787847579817,0.9832968781069795
ZENODO_10369064,clarithromycin,20,24,0.15000000000000002,0.7921760391198046,0.9819186338523355
ZENODO_10369064,clarithromycin,20,24,0.16,0.8044692737430169,0.9805115712545676
ZENODO_10369064,clarithromycin,20,24,0.16999999999999998,0.8156374944469126,0.9790747769001948
ZENODO_10369064,clarithromycin,20,24,0.18,0.8258283772302465,0.9776072983620153
ZENODO_10369064,clarithromycin,20,24,0.19,0.8351648351648353,0.9761081420936812
ZENODO_10369064,clarithromycin,20,24,0.2,0.8437500000000001,0.9745762711864406
ZENODO_10369064,clarithromycin,20,24,0.21000000000000002,0.8516710476905748,0.9730106029774017
ZENODO_10369064,clarithromycin,20,24,0.22000000000000003,0.8590021691973971,0.9714100064977258
ZENODO_10369064,clarithromycin,20,24,0.22999999999999998,0.8658069013593588,0.9697732997481108
ZENODO_10369064,clarithromycin,20,24,0.24,0.8721399730820997,0.9680992467877714
ZENODO_10369064,clarithromycin,20,24,0.25,0.878048780487805,0.9663865546218487
ZENODO_10369064,clarithromycin,20,24,0.26,0.8835745752045313,0.9646338698707776
ZENODO_10369064,clarithromycin,20,24,0.27,0.8887534288326732,0.9628397752035783
ZENODO_10369064,clarithromycin,20,24,0.28,0.8936170212765958,0.9610027855153203
ZENODO_10369064,clarithromycin,20,24,0.29,0.8981932893604819,0.9591213438270879
ZENODO_10369064,clarithromycin,20,24,0.3,0.902506963788301,0.9571938168846611
ZENODO_10369064,clarithromycin,20,24,0.31,0.9065800162469537,0.955218490429758
ZENODO_10369064,clarithromycin,20,24,0.32,0.910432033719705,0.9531935641150657
ZENODO_10369064,clarithromycin,20,24,0.33,0.9140805334701206,0.9511171460313541
ZENODO_10369064,clarithromycin,20,24,0.33999999999999997,0.9175412293853075,0.9489872468117029
ZENODO_10369064,clarithromycin,20,24,0.35,0.920828258221681,0.9468017732742241
ZENODO_10369064,clarithromycin,20,24,0.36,0.9239543726235742,0.944558521560575
ZENODO_10369064,clarithromycin,20,24,0.37,0.9269311064718163,0.9422551697229808
ZENODO_10369064,clarithromycin,20,24,0.38,0.9297689170820118,0.9398892697073556
ZENODO_10369064,clarithromycin,20,24,0.39,0.932477307947753,0.9374582386743284
ZENODO_10369064,clarithromycin,20,24,0.4,0.9350649350649352,0.9349593495934959
ZENODO_10369064,clarithromycin,20,24,0.41,0.9375396993436376,0.9323897210388896
ZENODO_10369064,clarithromycin,20,24,0.42,0.9399088271860754,0.9297463061053804
ZENODO_10369064,clarithromycin,20,24,0.43,0.9421789409616556,0.9270258803563852
ZENODO_10369064,clarithromycin,20,24,0.44,0.9443561208267091,0.9242250287026406
ZENODO_10369064,clarithromycin,20,24,0.45,0.946445959104187,0.9213401310997814
ZENODO_10369064,clarithromycin,20,24,0.46,0.9484536082474228,0.9183673469387754
ZENODO_10369064,clarithromycin,20,24,0.47,0.9503838232540723,0.9153025979876858
ZENODO_10369064,clarithromycin,20,24,0.48,0.9522409992652462,0.9121415497254424
ZENODO_10369064,clarithromycin,20,24,0.49,0.9540292049756626,0.9088795908879592
ZENODO_10369064,clarithromycin,20,24,0.5,0.9557522123893806,0.9055118110236221
ZENODO_10369064,clarithromycin,20,24,0.51,0.9574135233791066,0.9020329758283976
ZENODO_10369064,clarithromycin,20,24,0.52,0.959016393442623,0.8984375
ZENODO_10369064,clarithromycin,20,24,0.53,0.960563852995469,0.894719417315014
ZENODO_10369064,clarithromycin,20,24,0.54,0.9620587264929067,0.8908723475917818
ZENODO_10369064,clarithromycin,20,24,0.55,0.9635036496350365,0.8868894601542416
ZENODO_10369064,clarithromycin,20,24,0.56,0.9649010848755585,0.8827634333565946
ZENODO_10369064,clarithromycin,20,24,0.5700000000000001,0.9662533354261497,0.8784864096642387
ZENODO_10369064,clarithromycin,20,24,0.5800000000000001,0.9675625579240038,0.8740499457111834
ZENODO_10369064,clarithromycin,20,24,0.5900000000000001,0.9688307739090771,0.8694449566660519
ZENODO_10369064,clarithromycin,20,24,0.6000000000000001,0.970059880239521,0.8646616541353384
ZENODO_10369064,clarithromycin,20,24,0.6100000000000001,0.9712516585581601,0.8596894767107532
ZENODO_10369064,clarithromycin,20,24,0.6200000000000001,0.9724077839093813,0.8545170121235823
ZENODO_10369064,clarithromycin,20,24,0.63,0.9735298325940764,0.8491319097984434
ZENODO_10369064,clarithromycin,20,24,0.64,0.9746192893401016,0.843520782396088
ZENODO_10369064,clarithromycin,20,24,0.65,0.9756775538568451,0.8376690946930281
ZENODO_10369064,clarithromycin,20,24,0.66,0.9767059468347492,0.8315610378562314
ZENODO_10369064,clarithromycin,20,24,0.67,0.9777057154438589,0.8251793868232224
ZENODO_10369064,clarithromycin,20,24,0.68,0.9786780383795309,0.8185053380782918
ZENODO_10369064,clarithromycin,20,24,0.6900000000000001,0.9796240304982253,0.8115183246073299
ZENODO_10369064,clarithromycin,20,24,0.7000000000000001,0.9805447470817121,0.8041958041958042
ZENODO_10369064,clarithromycin,20,24,0.7100000000000001,0.9814411877639831,0.7965130164795796
ZENODO_10369064,clarithromycin,20,24,0.7200000000000001,0.9823143001515918,0.7884427032321253
ZENODO_10369064,clarithromycin,20,24,0.7300000000000001,0.9831649831649832,0.7799547852298416
ZENODO_10369064,clarithromycin,20,24,0.7400000000000001,0.9839940901255848,0.7710159876224857
ZENODO_10369064,clarithromycin,20,24,0.75,0.9848024316109423,0.7615894039735099
ZENODO_10369064,levofloxacin,16,23,0.05,0.5143769968051121,0.9931689931689932
ZENODO_10369064,levofloxacin,16,23,0.060000000000000005,0.562281722933644,0.9917276105982497
ZENODO_10369064,levofloxacin,16,23,0.07,0.6023516835916625,0.9902595438320527
ZENODO_10369064,levofloxacin,16,23,0.08,0.6363636363636365,0.9887640449438202
ZENODO_10369064,levofloxacin,16,23,0.09,0.6655948553054664,0.9872403377920237
ZENODO_10369064,levofloxacin,16,23,0.1,0.6909871244635194,0.985687616677038
ZENODO_10369064,levofloxacin,16,23,0.11,0.7132501006846558,0.9841050449205252
ZENODO_10369064,levofloxacin,16,23,0.12000000000000001,0.732928679817906,0.9824917533620908
ZENODO_10369064,levofloxacin,16,23,0.13,0.7504481893151669,0.9808468387675358
ZENODO_10369064,levofloxacin,16,23,0.14,0.7661454792658058,0.97916936214258
ZENODO_10369064,levofloxacin,16,23,0.15000000000000002,0.7802907915993539,0.9774583469454426
ZENODO_10369064,levofloxacin,16,23,0.16,0.7931034482758621,0.9757127771911298
ZENODO_10369064,levofloxacin,16,23,0.16999999999999998,0.8047633049103207,0.973931595439696
ZENODO_10369064,levofloxacin,16,23,0.18,0.8154192459200902,0.9721137006601105
ZENODO_10369064,levofloxacin,16,23,0.19,0.8251955759374158,0.9702579459606615
ZENODO_10369064,levofloxacin,16,23,0.2,0.8341968911917099,0.968363136176066
ZENODO_10369064,levofloxacin,16,23,0.21000000000000002,0.8425118365312735,0.9664280253006187
ZENODO_10369064,levofloxacin,16,23,0.22000000000000003,0.8502160345655305,0.9644513137557961
ZENODO_10369064,levofloxacin,16,23,0.22999999999999998,0.8573743922204216,0.9624316454797244
ZENODO_10369064,levofloxacin,16,23,0.24,0.8640429338103758,0.9603676048248133
ZENODO_10369064,levofloxacin,16,23,0.25,0.8702702702702704,0.9582577132486388
ZENODO_10369064,levofloxacin,16,23,0.26,0.876098786102972,0.9561004257818235
ZENODO_10369064,levofloxacin,16,23,0.27,0.8815656053538836,0.9538941272551785
ZENODO_10369064,levofloxacin,16,23,0.28,0.886703383162864,0.9516371282667467
ZENODO_10369064,levofloxacin,16,23,0.29,0.8915409585640636,0.9493276608675834
ZENODO_10369064,levofloxacin,16,23,0.3,0.8961038961038962,0.9469638739431208
ZENODO_10369064,levofloxacin,16,23,0.31,0.9004149377593362,0.9445438282647586
ZENODO_10369064,levofloxacin,16,23,0.32,0.9044943820224719,0.9420654911838791
ZENODO_10369064,levofloxacin,16,23,0.33,0.9083604034877757,0.9395267309377738
ZENODO_10369064,levofloxacin,16,23,0.33999999999999997,0.9120293235588138,0.9369253105339571
ZENODO_10369064,levofloxacin,16,23,0.35,0.9155158407798537,0.9342588811759903
ZENODO_10369064,levofloxacin,16,23,0.36,0.9188332276474319,0.9315249751902084
ZENODO_10369064,levofloxacin,16,23,0.37,0.9219934994582882,0.9287209984085769
ZENODO_10369064,levofloxacin,16,23,0.38,0.9250075597218023,0.9258442219582556
ZENODO_10369064,levofloxacin,16,23,0.39,0.9278853258460175,0.9228917734032495
ZENODO_10369064,levofloxacin,16,23,0.4,0.9306358381502892,0.9198606271777003
ZENODO_10369064,levofloxacin,16,23,0.41,0.933267354729252,0.9167475942438421
ZENODO_10369064,levofloxacin,16,23,0.42,0.9357874342651537,0.9135493109003043
ZENODO_10369064,levofloxacin,16,23,0.43,0.9382030085377422,0.910262226658198
ZENODO_10369064,levofloxacin,16,23,0.44,0.9405204460966543,0.9068825910931173
ZENODO_10369064,levofloxacin,16,23,0.45,0.9427456083279115,0.9034064395706952
ZENODO_10369064,levofloxacin,16,23,0.46,0.9448838989538147,0.8998295777314903
ZENODO_10369064,levofloxacin,16,23,0.47,0.9469403078463271,0.8961475646075512
ZENODO_10369064,levofloxacin,16,23,0.48,0.9489194499017682,0.8923556942277692
ZENODO_10369064,levofloxacin,16,23,0.49,0.9508255996143185,0.8884489755518162
ZENODO_10369064,levofloxacin,16,23,0.5,0.9526627218934911,0.8844221105527639
ZENODO_10369064,levofloxacin,16,23,0.51,0.9544344995931653,0.8802694702459937
ZENODO_10369064,levofloxacin,16,23,0.52,0.9561443581544085,0.8759850684363335
ZENODO_10369064,levofloxacin,16,23,0.53,0.9577954877090583,0.8715625329259299
ZENODO_10369064,levofloxacin,16,23,0.54,0.9593908629441625,0.8669950738916256
ZENODO_10369064,levofloxacin,16,23,0.55,0.9609332609875204,0.8622754491017964
ZENODO_10369064,levofloxacin,16,23,0.56,0.9624252775405635,0.8573959255978743
ZENODO_10369064,levofloxacin,16,23,0.5700000000000001,0.9638693414557296,0.8523482374141231
ZENODO_10369064,levofloxacin,16,23,0.5800000000000001,0.9652677279305356,0.8471235388494155
ZENODO_10369064,levofloxacin,16,23,0.5900000000000001,0.9666225704691157,0.8417123527353317
ZENODO_10369064,levofloxacin,16,23,0.6000000000000001,0.9679358717434869,0.8361045130641329
ZENODO_10369064,levofloxacin,16,23,0.6100000000000001,0.9692095134708378,0.8302891012459174
ZENODO_10369064,levofloxacin,16,23,0.6200000000000001,0.9704452654092942,0.8242543751540546
ZENODO_10369064,levofloxacin,16,23,0.63,0.9716447935626019,0.8179876899886949
ZENODO_10369064,levofloxacin,16,23,0.64,0.9728096676737159,0.8114754098360656
ZENODO_10369064,levofloxacin,16,23,0.65,0.9739413680781759,0.8047028086218159
ZENODO_10369064,levofloxacin,16,23,0.66,0.9750412919801799,0.7976539589442815
ZENODO_10369064,levofloxacin,16,23,0.67,0.9761107592073116,0.7903116070213635
ZENODO_10369064,levofloxacin,16,23,0.68,0.9771510174937523,0.782657031684269
ZENODO_10369064,levofloxacin,16,23,0.6900000000000001,0.9781632473364446,0.7746698849921908
ZENODO_10369064,levofloxacin,16,23,0.7000000000000001,0.9791485664639443,0.7663280116110304
ZENODO_10369064,levofloxacin,16,23,0.7100000000000001,0.9801080339535282,0.7576072435802286
ZENODO_10369064,levofloxacin,16,23,0.7200000000000001,0.981042654028436,0.7484811664641554
ZENODO_10369064,levofloxacin,16,23,0.7300000000000001,0.9819533795638734,0.7389208521225314
ZENODO_10369064,levofloxacin,16,23,0.7400000000000001,0.9828411153275037,0.7288945524052245
ZENODO_10369064,levofloxacin,16,23,0.75,0.9837067209775967,0.7183673469387755
