dataset_id,isolate_id,blast_task,hit_rank,subject_sequence,query_start,query_end,subject_start,subject_end,identity,coverage,marker_spanning,nearest_marker_distance_bp
CHINA_NINGXIA_2022,SHZY06,blastn,1,JAHXKO010000003.1,55,82,63406,63433,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY06,blastn,2,JAHXKO010000015.1,293,312,18382,18401,0.95,0.006738544474393531,False,1831
CHINA_NINGXIA_2022,SHZY06,blastn,3,JAHXKO010000011.1,2222,2238,16929,16913,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY06,blastn,4,JAHXKO010000001.1,603,624,124192,124171,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY06,blastn,5,JAHXKO010000001.1,1736,1764,113747,113775,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY06,blastn,6,JAHXKO010000001.1,80,101,183021,182997,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY06,blastn,7,JAHXKO010000001.1,1006,1021,18425,18440,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY06,blastn,8,JAHXKO010000001.1,543,558,33216,33231,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY06,blastn,9,JAHXKO010000009.1,516,534,13082,13100,0.9473699999999999,0.006401617250673854,False,1609
CHINA_NINGXIA_2022,SHZY06,blastn,10,JAHXKO010000007.1,2226,2244,4321,4339,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY06,blastn,11,JAHXKO010000004.1,66,99,18739,18704,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY06,blastn,12,JAHXKO010000004.1,63,83,47348,47368,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY06,blastn,13,JAHXKO010000002.1,85,103,227076,227094,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY06,blastn,14,JAHXKO010000018.1,61,84,1004,981,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY07,blastn,1,JAHXKP010000007.1,55,82,20021,19994,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY07,blastn,2,JAHXKP010000004.1,277,296,28370,28389,0.95,0.006738544474393531,False,1847
CHINA_NINGXIA_2022,SHZY07,blastn,3,JAHXKP010000004.1,122,143,34727,34705,0.9130400000000001,0.00774932614555256,False,2000
CHINA_NINGXIA_2022,SHZY07,blastn,4,JAHXKP010000008.1,63,104,39775,39815,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY07,blastn,5,JAHXKP010000006.1,57,89,880,912,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY07,blastn,6,JAHXKP010000006.1,72,93,15389,15410,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY07,blastn,7,JAHXKP010000006.1,66,99,31236,31271,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY07,blastn,8,JAHXKP010000006.1,63,83,2230,2210,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY07,blastn,9,JAHXKP010000005.1,2222,2238,2648,2664,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY07,blastn,10,JAHXKP010000005.1,80,95,29284,29299,1.0,0.005390835579514825,False,2048
CHINA_NINGXIA_2022,SHZY07,blastn,11,JAHXKP010000001.1,2180,2196,108934,108950,1.0,0.0057277628032345014,False,36
CHINA_NINGXIA_2022,SHZY07,blastn,12,JAHXKP010000001.1,603,624,144861,144882,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY07,blastn,13,JAHXKP010000001.1,80,101,79148,79172,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY07,blastn,14,JAHXKP010000001.1,1736,1764,155360,155332,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY07,blastn,15,JAHXKP010000001.1,543,558,235674,235659,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY07,blastn,16,JAHXKP010000025.1,61,84,453,430,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY07,blastn,17,JAHXKP010000002.1,87,105,31232,31214,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY07,blastn,18,JAHXKP010000002.1,85,103,87651,87669,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY07,blastn,19,JAHXKP010000002.1,64,84,97669,97649,0.90476,0.007075471698113208,False,2059
CHINA_NINGXIA_2022,SHZY07,blastn,20,JAHXKP010000012.1,516,534,45194,45176,0.9473699999999999,0.006401617250673854,False,1609
CHINA_NINGXIA_2022,SHZY07,blastn,21,JAHXKP010000036.1,1634,1649,4193,4208,1.0,0.005390835579514825,False,494
CHINA_NINGXIA_2022,SHZY07,blastn,22,JAHXKP010000028.1,1006,1021,71,56,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY07,blastn,23,JAHXKP010000022.1,1006,1021,13425,13410,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY08,blastn,1,JAHXKQ010000002.1,2634,2652,91217,91199,1.0,0.006401617250673854,False,490
CHINA_NINGXIA_2022,SHZY08,blastn,2,JAHXKQ010000002.1,87,105,106277,106295,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY08,blastn,3,JAHXKQ010000008.1,55,82,34017,34044,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY08,blastn,4,JAHXKQ010000044.1,57,89,5724,5692,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY08,blastn,5,JAHXKQ010000022.1,72,93,9158,9179,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY08,blastn,6,JAHXKQ010000001.1,2222,2238,168028,168044,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY08,blastn,7,JAHXKQ010000001.1,177,195,196069,196087,0.9473699999999999,0.006401617250673854,False,1948
CHINA_NINGXIA_2022,SHZY08,blastn,8,JAHXKQ010000001.1,122,143,96028,96006,0.9130400000000001,0.00774932614555256,False,2000
CHINA_NINGXIA_2022,SHZY08,blastn,9,JAHXKQ010000007.1,2226,2244,4150,4168,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY08,blastn,10,JAHXKQ010000004.1,1736,1764,96860,96888,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY08,blastn,11,JAHXKQ010000037.1,2802,2841,6713,6753,0.78049,0.013814016172506738,False,658
CHINA_NINGXIA_2022,SHZY08,blastn,12,JAHXKQ010000023.1,66,99,20699,20664,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY08,blastn,13,JAHXKQ010000014.1,80,101,32225,32249,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY08,blastn,14,JAHXKQ010000012.1,85,103,22432,22414,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY08,blastn,15,JAHXKQ010000011.1,71,89,3652,3670,0.9473699999999999,0.006401617250673854,False,2054
CHINA_NINGXIA_2022,SHZY08,blastn,16,JAHXKQ010000057.1,1956,1971,1198,1213,1.0,0.005390835579514825,False,172
CHINA_NINGXIA_2022,SHZY08,blastn,17,JAHXKQ010000047.1,64,84,5558,5538,0.90476,0.007075471698113208,False,2059
CHINA_NINGXIA_2022,SHZY08,blastn,18,JAHXKQ010000034.1,926,941,3754,3739,1.0,0.005390835579514825,False,1202
CHINA_NINGXIA_2022,SHZY08,blastn,19,JAHXKQ010000003.1,1006,1021,18548,18563,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY08,blastn,20,JAHXKQ010000027.1,75,90,2516,2531,1.0,0.005390835579514825,False,2053
CHINA_NINGXIA_2022,SHZY08,blastn,21,JAHXKQ010000015.1,75,90,5131,5146,1.0,0.005390835579514825,False,2053
CHINA_NINGXIA_2022,SHZY09,blastn,1,JAHXKR010000002.1,55,82,95141,95114,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY09,blastn,2,JAHXKR010000002.1,57,89,880,912,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY09,blastn,3,JAHXKR010000002.1,72,93,15306,15327,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY09,blastn,4,JAHXKR010000002.1,66,99,30516,30551,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY09,blastn,5,JAHXKR010000012.1,2222,2238,16908,16892,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY09,blastn,6,JAHXKR010000010.1,63,104,35972,36012,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY09,blastn,7,JAHXKR010000001.1,603,624,32128,32107,0.9090900000000001,0.007412398921832884,False,1519
CHINA_NINGXIA_2022,SHZY09,blastn,8,JAHXKR010000001.1,80,101,97861,97837,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY09,blastn,9,JAHXKR010000001.1,87,105,470157,470139,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY09,blastn,10,JAHXKR010000001.1,85,103,527691,527709,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY09,blastn,11,JAHXKR010000001.1,80,95,303058,303073,1.0,0.005390835579514825,False,2048
CHINA_NINGXIA_2022,SHZY09,blastn,12,JAHXKR010000007.1,2226,2244,60176,60158,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY09,blastn,13,JAHXKR010000007.1,249,264,38287,38302,1.0,0.005390835579514825,False,1879
CHINA_NINGXIA_2022,SHZY09,blastn,14,JAHXKR010000018.1,61,84,10560,10583,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY09,blastn,15,JAHXKR010000006.1,543,558,60988,60973,1.0,0.005390835579514825,False,1585
CHINA_NINGXIA_2022,SHZY09,blastn,16,JAHXKR010000006.1,1006,1021,75568,75553,1.0,0.005390835579514825,False,1122
CHINA_NINGXIA_2022,SHZY09,blastn,17,JAHXKR010000006.1,75,99,77298,77276,0.88,0.008423180592991913,False,2044
CHINA_NINGXIA_2022,SHZY09,blastn,18,JAHXKR010000004.1,122,143,35784,35762,0.9130400000000001,0.00774932614555256,False,2000
CHINA_NINGXIA_2022,SHZY10,blastn,1,JAHXKS010000022.1,61,101,12207,12245,0.80488,0.013814016172506738,False,2042
CHINA_NINGXIA_2022,SHZY10,blastn,2,JAHXKS010000003.1,55,82,67683,67710,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY10,blastn,3,JAHXKS010000003.1,57,89,162300,162268,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY10,blastn,4,JAHXKS010000003.1,66,99,132171,132136,0.81081,0.012466307277628033,False,2044
CHINA_NINGXIA_2022,SHZY10,blastn,5,JAHXKS010000003.1,63,83,160950,160970,0.90476,0.007075471698113208,False,2060
CHINA_NINGXIA_2022,SHZY10,blastn,6,JAHXKS010000007.1,63,104,70059,70019,0.7907,0.014487870619946091,False,2039
CHINA_NINGXIA_2022,SHZY10,blastn,7,JAHXKS010000002.1,65,101,172973,172935,0.8,0.013477088948787063,False,2042
CHINA_NINGXIA_2022,SHZY10,blastn,8,JAHXKS010000002.1,1736,1764,96021,96049,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY10,blastn,9,JAHXKS010000014.1,2222,2238,16934,16918,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY10,blastn,10,JAHXKS010000010.1,2226,2244,4218,4236,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY10,blastn,11,JAHXKS010000001.1,85,103,141739,141757,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY10,blastn,12,JAHXKS010000001.1,75,90,74103,74088,1.0,0.005390835579514825,False,2053
CHINA_NINGXIA_2022,SHZY11,blastn,1,JAHXKT010000014.1,55,82,2806,2779,0.85714,0.009433962264150943,False,2061
CHINA_NINGXIA_2022,SHZY11,blastn,2,JAHXKT010000007.1,57,89,900,932,0.82857,0.01179245283018868,False,2054
CHINA_NINGXIA_2022,SHZY11,blastn,3,JAHXKT010000007.1,72,93,15359,15380,0.9090900000000001,0.007412398921832884,False,2050
CHINA_NINGXIA_2022,SHZY11,blastn,4,JAHXKT010000002.1,2222,2238,148325,148341,1.0,0.0057277628032345014,False,78
CHINA_NINGXIA_2022,SHZY11,blastn,5,JAHXKT010000006.1,2226,2244,4323,4341,0.9473699999999999,0.006401617250673854,False,82
CHINA_NINGXIA_2022,SHZY11,blastn,6,JAHXKT010000005.1,70,104,16439,16404,0.8055599999999999,0.012129380053908356,False,2039
CHINA_NINGXIA_2022,SHZY11,blastn,7,JAHXKT010000016.1,61,84,12698,12721,0.875,0.008086253369272238,False,2059
CHINA_NINGXIA_2022,SHZY11,blastn,8,JAHXKT010000001.1,85,103,90889,90871,0.9473699999999999,0.006401617250673854,False,2040
CHINA_NINGXIA_2022,SHZY11,blastn,9,JAHXKT010000001.1,87,105,144887,144905,0.9473699999999999,0.006401617250673854,False,2038
CHINA_NINGXIA_2022,SHZY11,blastn,10,JAHXKT010000001.1,80,101,462999,463023,0.88,0.008423180592991913,False,2042
CHINA_NINGXIA_2022,SHZY11,blastn,11,JAHXKT010000001.1,1736,1764,537623,537595,0.82759,0.00977088948787062,False,379
CHINA_NINGXIA_2022,SHZY11,blastn,12,JAHXKT010000001.1,1187,1202,60798,60813,1.0,0.005390835579514825,False,941
CHINA_NINGXIA_2022,SHZY11,blastn,13,JAHXKT010000001.1,64,84,80853,80873,0.90476,0.007075471698113208,False,2059
