scenario,stratum_type,stratum,dataset_id,antibiotic,n,n_resistant,n_susceptible,tp,tn,fp,fn,prevalence,sensitivity,specificity,false_susceptible_rate,false_resistant_rate,balanced_accuracy,mcc,ppv,npv,auroc_binary_score,auprc_binary_score,brier_binary_score,sensitivity_ci_low,sensitivity_ci_high,specificity_ci_low,specificity_ci_high,false_susceptible_rate_ci_low,false_susceptible_rate_ci_high,false_resistant_rate_ci_low,false_resistant_rate_ci_high,ppv_ci_low,ppv_ci_high,npv_ci_low,npv_ci_high,balanced_accuracy_bootstrap_low,balanced_accuracy_bootstrap_high,mcc_bootstrap_low,mcc_bootstrap_high,auroc_binary_score_bootstrap_low,auroc_binary_score_bootstrap_high,auprc_binary_score_bootstrap_low,auprc_binary_score_bootstrap_high,brier_binary_score_bootstrap_low,brier_binary_score_bootstrap_high
RECOMPUTED_I_AS_S,COHORT,CHINA_NINGXIA_2022,CHINA_NINGXIA_2022,levofloxacin,57,28,29,12,22,7,16,0.49122807017543857,0.4285714285714285,0.7586206896551724,0.5714285714285714,0.2413793103448276,0.5935960591133005,0.19851666679418606,0.631578947368421,0.5789473684210527,0.5935960591133005,0.5513784461152882,0.40350877192982454,0.24462393630214663,0.628206371387904,0.5645996540114667,0.8970164492273827,0.3717936286120959,0.7553760636978534,0.10298355077261735,0.43540034598853333,0.38357792331440527,0.8371141278449004,0.40821445411990515,0.7369017627485158,0.46777462121212127,0.7100056818181818,-0.06983498736668739,0.4413425704329451,0.46777462121212127,0.7100056818181818,0.39905108944383644,0.7090562343358395,0.2807017543859649,0.543859649122807
RECOMPUTED_I_AS_R,COHORT,CHINA_NINGXIA_2022,CHINA_NINGXIA_2022,clarithromycin,6,3,3,2,3,0,1,0.5,0.6666666666666666,1.0,0.3333333333333333,0.0,0.8333333333333333,0.7071067811865476,1.0,0.75,0.8333333333333333,0.8333333333333333,0.16666666666666666,0.09429932405024609,0.9915962413403874,0.2924017738212866,1.0,0.008403758659612636,0.9057006759497539,0.0,0.7075982261787133,0.15811388300841897,1.0,0.19412044968324338,0.9936905367902902,0.5,1.0,0.0,1.0,0.5,1.0,0.16666666666666666,1.0,0.0,0.5
RECOMPUTED_I_AS_R,COHORT,CHINA_NINGXIA_2022,CHINA_NINGXIA_2022,levofloxacin,57,28,29,12,22,7,16,0.49122807017543857,0.4285714285714285,0.7586206896551724,0.5714285714285714,0.2413793103448276,0.5935960591133005,0.19851666679418606,0.631578947368421,0.5789473684210527,0.5935960591133005,0.5513784461152882,0.40350877192982454,0.24462393630214663,0.628206371387904,0.5645996540114667,0.8970164492273827,0.3717936286120959,0.7553760636978534,0.10298355077261735,0.43540034598853333,0.38357792331440527,0.8371141278449004,0.40821445411990515,0.7369017627485158,0.46777462121212127,0.7100056818181818,-0.06983498736668739,0.4413425704329451,0.46777462121212127,0.7100056818181818,0.39905108944383644,0.7090562343358395,0.2807017543859649,0.543859649122807
PRIMARY_ORIGINAL_I_EXCLUDED,AST_METHOD,Etest (BIO-KONT),MULTI_COHORT,clarithromycin,6,2,4,2,4,0,0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15811388300841897,1.0,0.3976353643835253,1.0,0.0,0.841886116991581,0.0,0.6023646356164746,0.15811388300841897,1.0,0.3976353643835253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
PRIMARY_ORIGINAL_I_EXCLUDED,AST_METHOD,Etest (BIO-KONT),MULTI_COHORT,levofloxacin,57,28,29,12,22,7,16,0.49122807017543857,0.4285714285714285,0.7586206896551724,0.5714285714285714,0.2413793103448276,0.5935960591133005,0.19851666679418606,0.631578947368421,0.5789473684210527,0.5935960591133005,0.5513784461152882,0.40350877192982454,0.24462393630214663,0.628206371387904,0.5645996540114667,0.8970164492273827,0.3717936286120959,0.7553760636978534,0.10298355077261735,0.43540034598853333,0.38357792331440527,0.8371141278449004,0.40821445411990515,0.7369017627485158,0.46777462121212127,0.7100056818181818,-0.06983498736668739,0.4413425704329451,0.46777462121212127,0.7100056818181818,0.39905108944383644,0.7090562343358395,0.2807017543859649,0.543859649122807
PRIMARY_ORIGINAL_I_EXCLUDED,AST_METHOD,Kirby-Bauer disk diffusion,MULTI_COHORT,clarithromycin,44,20,24,18,23,1,2,0.45454545454545453,0.9,0.9583333333333334,0.1,0.041666666666666664,0.9291666666666667,0.8628390510808928,0.9473684210526315,0.92,0.9291666666666667,0.8980861244019138,0.06818181818181818,0.6830172859809177,0.9876514728297052,0.7887983165430269,0.9989456475545303,0.012348527170294808,0.31698271401908235,0.0010543524454697472,0.2112016834569731,0.7397193458047858,0.9986683711958205,0.7396941578947858,0.9901604099812025,0.8408799533799532,1.0,0.6895152876862637,1.0,0.8408799533799532,1.0,0.7614308768154922,1.0,0.0,0.1590909090909091
PRIMARY_ORIGINAL_I_EXCLUDED,AST_METHOD,Kirby-Bauer disk diffusion,MULTI_COHORT,levofloxacin,39,16,23,14,22,1,2,0.41025641025641024,0.875,0.9565217391304348,0.125,0.043478260869565216,0.9157608695652174,0.8407101035796285,0.9333333333333333,0.9166666666666666,0.9157608695652174,0.867948717948718,0.07692307692307693,0.6165237631507364,0.9844863961845861,0.7805133925465195,0.9988998313695585,0.015513603815413885,0.38347623684926346,0.0011001686304414997,0.2194866074534804,0.6805154334216966,0.9983135697586473,0.7300271984423964,0.9897436587187498,0.809776138716356,1.0,0.638306902323129,1.0,0.809776138716356,1.0,0.689375,1.0,0.0,0.1794871794871795
PRIMARY_ORIGINAL_I_EXCLUDED,AST_METHOD,centralized phenotyping; exact per-isolate MIC not in code snapshot,MULTI_COHORT,clarithromycin,414,108,306,108,306,0,0,0.2608695652173913,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9664204497813456,1.0,0.9880172107339854,1.0,0.0,0.033579550218654476,0.0,0.011982789266014617,0.9664204497813456,1.0,0.9880172107339854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
PRIMARY_ORIGINAL_I_EXCLUDED,AST_METHOD,centralized phenotyping; exact per-isolate MIC not in code snapshot,MULTI_COHORT,levofloxacin,414,133,281,131,281,0,2,0.321256038647343,0.9849624060150376,1.0,0.0150375939849624,0.0,0.9924812030075187,0.9889396043009203,1.0,0.9929328621908127,0.9924812030075187,0.9897933238894338,0.004830917874396135,0.9467356013821775,0.9981736611688586,0.9869581073370893,1.0,0.0018263388311413895,0.05326439861782252,0.0,0.013041892662910644,0.9722333948899635,1.0,0.9747056400929864,0.9991429880162443,0.9806201550387597,1.0,0.9718805424130796,1.0,0.9806201550387597,1.0,0.9733762324076165,1.0,0.0,0.012106537530266344
PRIMARY_ORIGINAL_I_EXCLUDED,SEQUENCE_SUPPORT,ASSEMBLY_ONLY,MULTI_COHORT,clarithromycin,420,110,310,110,310,0,0,0.2619047619047619,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9670208059677803,1.0,0.9881709092315293,1.0,0.0,0.032979194032219696,0.0,0.011829090768470742,0.9670208059677803,1.0,0.9881709092315293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
PRIMARY_ORIGINAL_I_EXCLUDED,SEQUENCE_SUPPORT,ASSEMBLY_ONLY,MULTI_COHORT,levofloxacin,471,161,310,143,303,7,18,0.34182590233545646,0.8881987577639752,0.9774193548387096,0.1118012422360248,0.02258064516129032,0.9328090563013425,0.8812963560938246,0.9533333333333334,0.9439252336448598,0.9328090563013425,0.8849660429112105,0.05307855626326964,0.8290693750078757,0.9323779406194773,0.9540306697684995,0.9908743247024877,0.06762205938052268,0.17093062499212427,0.00912567529751232,0.04596933023150053,0.9062141350122035,0.9810344303654225,0.912823464472973,0.9664315942641384,0.9067121610153522,0.9572876075432345,0.8331584745613875,0.9239637844901033,0.9067121610153522,0.9572876075432345,0.837416624886591,0.927611204007041,0.03397027600849257,0.07446808510638298
PRIMARY_ORIGINAL_I_EXCLUDED,SEQUENCE_SUPPORT,RAW_READ_POOLED_23S_WITH_COPY_AUDIT,MULTI_COHORT,clarithromycin,44,20,24,18,23,1,2,0.45454545454545453,0.9,0.9583333333333334,0.1,0.041666666666666664,0.9291666666666667,0.8628390510808928,0.9473684210526315,0.92,0.9291666666666667,0.8980861244019138,0.06818181818181818,0.6830172859809177,0.9876514728297052,0.7887983165430269,0.9989456475545303,0.012348527170294808,0.31698271401908235,0.0010543524454697472,0.2112016834569731,0.7397193458047858,0.9986683711958205,0.7396941578947858,0.9901604099812025,0.8408799533799532,1.0,0.6895152876862637,1.0,0.8408799533799532,1.0,0.7614308768154922,1.0,0.0,0.1590909090909091
PRIMARY_ORIGINAL_I_EXCLUDED,SEQUENCE_SUPPORT,RAW_READ_SUPPORTED,MULTI_COHORT,levofloxacin,39,16,23,14,22,1,2,0.41025641025641024,0.875,0.9565217391304348,0.125,0.043478260869565216,0.9157608695652174,0.8407101035796285,0.9333333333333333,0.9166666666666666,0.9157608695652174,0.867948717948718,0.07692307692307693,0.6165237631507364,0.9844863961845861,0.7805133925465195,0.9988998313695585,0.015513603815413885,0.38347623684926346,0.0011001686304414997,0.2194866074534804,0.6805154334216966,0.9983135697586473,0.7300271984423964,0.9897436587187498,0.809776138716356,1.0,0.638306902323129,1.0,0.809776138716356,1.0,0.689375,1.0,0.0,0.1794871794871795
PRIMARY_ORIGINAL_I_EXCLUDED,COUNTRY,ALG,MULTI_COHORT,clarithromycin,9,4,5,4,5,0,0,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3976353643835253,1.0,0.4781762498950185,1.0,0.0,0.6023646356164746,0.0,0.5218237501049814,0.3976353643835253,1.0,0.4781762498950185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
PRIMARY_ORIGINAL_I_EXCLUDED,COUNTRY,ARG,MULTI_COHORT,clarithromycin,10,3,7,3,7,0,0,0.3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2924017738212866,1.0,0.5903836027749966,1.0,0.0,0.7075982261787133,0.0,0.40961639722500337,0.2924017738212866,1.0,0.5903836027749966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
