dataset_id,antibiotic,observed_n_resistant,observed_n_susceptible,assumed_prevalence,ppv,npv
CHINA_NINGXIA_2022,clarithromycin,2,4,0.37,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.38,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.39,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.4,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.41,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.42,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.43,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.44,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.45,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.46,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.47,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.48,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.49,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.5,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.51,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.52,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.53,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.54,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.55,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.56,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.5700000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.5800000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.5900000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.6000000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.6100000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.6200000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.63,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.64,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.65,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.66,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.67,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.68,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.6900000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.7000000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.7100000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.7200000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.7300000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.7400000000000001,1.0,1.0
CHINA_NINGXIA_2022,clarithromycin,2,4,0.75,1.0,1.0
CHINA_NINGXIA_2022,levofloxacin,28,29,0.05,0.0854616895874263,0.9618671926364234
CHINA_NINGXIA_2022,levofloxacin,28,29,0.06,0.1017940717628704,0.9541260216187716
CHINA_NINGXIA_2022,levofloxacin,28,29,0.07,0.1178861788617886,0.946345975948196
CHINA_NINGXIA_2022,levofloxacin,28,29,0.08,0.1337432744043043,0.9385267620561738
CHINA_NINGXIA_2022,levofloxacin,28,29,0.09,0.1493704692865318,0.9306680834108114
CHINA_NINGXIA_2022,levofloxacin,28,29,0.1,0.1647727272727272,0.9227696404793608
CHINA_NINGXIA_2022,levofloxacin,28,29,0.11,0.1799548702519743,0.9148311306901616
CHINA_NINGXIA_2022,levofloxacin,28,29,0.12,0.1949215832710977,0.9068522483940042
CHINA_NINGXIA_2022,levofloxacin,28,29,0.13,0.2096774193548386,0.8988326848249028
CHINA_NINGXIA_2022,levofloxacin,28,29,0.14,0.2242268041237113,0.8907721280602637
CHINA_NINGXIA_2022,levofloxacin,28,29,0.15,0.2385740402193784,0.882670262980445
CHINA_NINGXIA_2022,levofloxacin,28,29,0.16,0.2527233115468409,0.8745267712276906
CHINA_NINGXIA_2022,levofloxacin,28,29,0.1699999999999999,0.2666786873422285,0.8663413311644299
CHINA_NINGXIA_2022,levofloxacin,28,29,0.18,0.2804441260744985,0.8581136178309323
CHINA_NINGXIA_2022,levofloxacin,28,29,0.19,0.2940234791889006,0.8498433029023028
CHINA_NINGXIA_2022,levofloxacin,28,29,0.2,0.3074204946996465,0.8415300546448087
CHINA_NINGXIA_2022,levofloxacin,28,29,0.21,0.3206388206388205,0.8331735378715245
CHINA_NINGXIA_2022,levofloxacin,28,29,0.22,0.3336820083682008,0.8247734138972809
CHINA_NINGXIA_2022,levofloxacin,28,29,0.2299999999999999,0.3465535157603047,0.8163293404929093
CHINA_NINGXIA_2022,levofloxacin,28,29,0.24,0.3592567102546454,0.8078409718387631
CHINA_NINGXIA_2022,levofloxacin,28,29,0.25,0.3717948717948717,0.7993079584775086
CHINA_NINGXIA_2022,levofloxacin,28,29,0.26,0.3841711956521739,0.7907299472661671
CHINA_NINGXIA_2022,levofloxacin,28,29,0.27,0.3963887951400606,0.7821065813273967
CHINA_NINGXIA_2022,levofloxacin,28,29,0.28,0.408450704225352,0.7734374999999999
CHINA_NINGXIA_2022,levofloxacin,28,29,0.29,0.4203598800399865,0.7647223387886418
CHINA_NINGXIA_2022,levofloxacin,28,29,0.3,0.4321192052980131,0.7559607293127629
CHINA_NINGXIA_2022,levofloxacin,28,29,0.31,0.4437314906219151,0.7471522992546759
CHINA_NINGXIA_2022,levofloxacin,28,29,0.32,0.4551994767822105,0.7382966723068246
CHINA_NINGXIA_2022,levofloxacin,28,29,0.33,0.4665258368540785,0.7293934681181959
CHINA_NINGXIA_2022,levofloxacin,28,29,0.3399999999999999,0.4777131782945736,0.7204423022398639
CHINA_NINGXIA_2022,levofloxacin,28,29,0.35,0.4887640449438201,0.7114427860696518
CHINA_NINGXIA_2022,levofloxacin,28,29,0.36,0.499680918953414,0.7023945267958951
CHINA_NINGXIA_2022,levofloxacin,28,29,0.37,0.5104662226450998,0.6932971273402886
CHINA_NINGXIA_2022,levofloxacin,28,29,0.38,0.5211223203026482,0.6841501862997993
CHINA_NINGXIA_2022,levofloxacin,28,29,0.39,0.5316515198997179,0.6749532978876275
CHINA_NINGXIA_2022,levofloxacin,28,29,0.4,0.5420560747663551,0.6657060518731988
CHINA_NINGXIA_2022,levofloxacin,28,29,0.41,0.5523381851966552,0.6564080335211675
CHINA_NINGXIA_2022,levofloxacin,28,29,0.42,0.5624999999999999,0.6470588235294118
CHINA_NINGXIA_2022,levofloxacin,28,29,0.43,0.5725436179981632,0.6376579979660032
CHINA_NINGXIA_2022,levofloxacin,28,29,0.44,0.5824710894704807,0.6282051282051283
CHINA_NINGXIA_2022,levofloxacin,28,29,0.45,0.5922844175491678,0.618699780861943
CHINA_NINGXIA_2022,levofloxacin,28,29,0.46,0.6019855595667869,0.6091415177263404
CHINA_NINGXIA_2022,levofloxacin,28,29,0.47,0.6115764283577624,0.5995298956956074
CHINA_NINGXIA_2022,levofloxacin,28,29,0.48,0.6210588935157643,0.5898644667059517
CHINA_NINGXIA_2022,levofloxacin,28,29,0.49,0.6304347826086957,0.5801447776628749
CHINA_NINGXIA_2022,levofloxacin,28,29,0.5,0.6397058823529411,0.5703703703703704
CHINA_NINGXIA_2022,levofloxacin,28,29,0.51,0.6488739397484643,0.5605407814589214
CHINA_NINGXIA_2022,levofloxacin,28,29,0.52,0.6579406631762653,0.5506555423122764
CHINA_NINGXIA_2022,levofloxacin,28,29,0.53,0.666907723459647,0.5407141789929777
CHINA_NINGXIA_2022,levofloxacin,28,29,0.54,0.6757767548906789,0.5307162121666167
CHINA_NINGXIA_2022,levofloxacin,28,29,0.55,0.6845493562231759,0.5206611570247933
CHINA_NINGXIA_2022,levofloxacin,28,29,0.56,0.6932270916334661,0.510548523206751
CHINA_NINGXIA_2022,levofloxacin,28,29,0.5700000000000001,0.7018114916501557,0.5003778147196615
CHINA_NINGXIA_2022,levofloxacin,28,29,0.5800000000000001,0.710304054054054,0.4901485298575324
CHINA_NINGXIA_2022,levofloxacin,28,29,0.5900000000000001,0.71870624474937,0.4798601611187109
CHINA_NINGXIA_2022,levofloxacin,28,29,0.6000000000000001,0.7270194986072424,0.4695121951219511
CHINA_NINGXIA_2022,levofloxacin,28,29,0.6100000000000001,0.7352452202826267,0.459104112521021
CHINA_NINGXIA_2022,levofloxacin,28,29,0.6200000000000001,0.7433847850055127,0.4486353879178165
CHINA_NINGXIA_2022,levofloxacin,28,29,0.63,0.7514395393474088,0.4381054897739505
CHINA_NINGXIA_2022,levofloxacin,28,29,0.64,0.7594108019639934,0.4275138803207896
CHINA_NINGXIA_2022,levofloxacin,28,29,0.65,0.7672998643147897,0.4168600154679041
CHINA_NINGXIA_2022,levofloxacin,28,29,0.66,0.7751079913606911,0.4061433447098975
CHINA_NINGXIA_2022,levofloxacin,28,29,0.67,0.7828364222401288,0.3953633110315854
CHINA_NINGXIA_2022,levofloxacin,28,29,0.68,0.7904863709246392,0.3845193508114855
CHINA_NINGXIA_2022,levofloxacin,28,29,0.6900000000000001,0.79805902685456,0.3736108937235873
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7000000000000001,0.8055555555555556,0.3626373626373625
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7100000000000001,0.8129770992366412,0.3515981735159816
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7200000000000001,0.820324777370351,0.3404927353126973
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7300000000000001,0.8275996872556685,0.3293204498653571
CHINA_NINGXIA_2022,levofloxacin,28,29,0.7400000000000001,0.8348029045643154,0.3180807117890052
CHINA_NINGXIA_2022,levofloxacin,28,29,0.75,0.8419354838709677,0.3067729083665338
ZENODO_10369064,clarithromycin,20,24,0.05,0.5320197044334978,0.994538006372326
ZENODO_10369064,clarithromycin,20,24,0.06,0.5796064400715566,0.9933835691968388
ZENODO_10369064,clarithromycin,20,24,0.07,0.6191646191646194,0.9922070693014194
ZENODO_10369064,clarithromycin,20,24,0.08,0.6525679758308159,0.991007868115399
ZENODO_10369064,clarithromycin,20,24,0.09,0.6811492641906098,0.9897853021848104
ZENODO_10369064,clarithromycin,20,24,0.1,0.7058823529411767,0.988538681948424
ZENODO_10369064,clarithromycin,20,24,0.11,0.7274954072259646,0.9872672904408218
ZENODO_10369064,clarithromycin,20,24,0.12,0.7465437788018435,0.9859703819173812
ZENODO_10369064,clarithromycin,20,24,0.13,0.7634584013050573,0.9846471803956304
ZENODO_10369064,clarithromycin,20,24,0.14,0.7785787847579817,0.9832968781069796
ZENODO_10369064,clarithromycin,20,24,0.15,0.7921760391198046,0.9819186338523356
ZENODO_10369064,clarithromycin,20,24,0.16,0.8044692737430169,0.9805115712545676
ZENODO_10369064,clarithromycin,20,24,0.1699999999999999,0.8156374944469126,0.9790747769001948
ZENODO_10369064,clarithromycin,20,24,0.18,0.8258283772302465,0.9776072983620152
ZENODO_10369064,clarithromycin,20,24,0.19,0.8351648351648353,0.9761081420936812
ZENODO_10369064,clarithromycin,20,24,0.2,0.8437500000000001,0.9745762711864406
ZENODO_10369064,clarithromycin,20,24,0.21,0.8516710476905748,0.9730106029774016
ZENODO_10369064,clarithromycin,20,24,0.22,0.8590021691973971,0.9714100064977258
ZENODO_10369064,clarithromycin,20,24,0.2299999999999999,0.8658069013593588,0.9697732997481108
ZENODO_10369064,clarithromycin,20,24,0.24,0.8721399730820997,0.9680992467877714
ZENODO_10369064,clarithromycin,20,24,0.25,0.878048780487805,0.9663865546218487
ZENODO_10369064,clarithromycin,20,24,0.26,0.8835745752045313,0.9646338698707776
ZENODO_10369064,clarithromycin,20,24,0.27,0.8887534288326732,0.9628397752035784
ZENODO_10369064,clarithromycin,20,24,0.28,0.8936170212765958,0.9610027855153204
ZENODO_10369064,clarithromycin,20,24,0.29,0.8981932893604819,0.959121343827088
ZENODO_10369064,clarithromycin,20,24,0.3,0.902506963788301,0.9571938168846612
ZENODO_10369064,clarithromycin,20,24,0.31,0.9065800162469536,0.955218490429758
ZENODO_10369064,clarithromycin,20,24,0.32,0.910432033719705,0.9531935641150656
ZENODO_10369064,clarithromycin,20,24,0.33,0.9140805334701206,0.951117146031354
ZENODO_10369064,clarithromycin,20,24,0.3399999999999999,0.9175412293853076,0.9489872468117028
ZENODO_10369064,clarithromycin,20,24,0.35,0.920828258221681,0.946801773274224
ZENODO_10369064,clarithromycin,20,24,0.36,0.9239543726235742,0.944558521560575
ZENODO_10369064,clarithromycin,20,24,0.37,0.9269311064718164,0.9422551697229808
ZENODO_10369064,clarithromycin,20,24,0.38,0.9297689170820118,0.9398892697073556
ZENODO_10369064,clarithromycin,20,24,0.39,0.932477307947753,0.9374582386743284
ZENODO_10369064,clarithromycin,20,24,0.4,0.9350649350649352,0.934959349593496
ZENODO_10369064,clarithromycin,20,24,0.41,0.9375396993436376,0.9323897210388896
ZENODO_10369064,clarithromycin,20,24,0.42,0.9399088271860754,0.9297463061053804
ZENODO_10369064,clarithromycin,20,24,0.43,0.9421789409616556,0.9270258803563852
ZENODO_10369064,clarithromycin,20,24,0.44,0.9443561208267092,0.9242250287026406
ZENODO_10369064,clarithromycin,20,24,0.45,0.946445959104187,0.9213401310997814
ZENODO_10369064,clarithromycin,20,24,0.46,0.9484536082474228,0.9183673469387754
ZENODO_10369064,clarithromycin,20,24,0.47,0.9503838232540724,0.9153025979876858
ZENODO_10369064,clarithromycin,20,24,0.48,0.9522409992652462,0.9121415497254424
ZENODO_10369064,clarithromycin,20,24,0.49,0.9540292049756626,0.9088795908879592
ZENODO_10369064,clarithromycin,20,24,0.5,0.9557522123893806,0.905511811023622
ZENODO_10369064,clarithromycin,20,24,0.51,0.9574135233791066,0.9020329758283976
ZENODO_10369064,clarithromycin,20,24,0.52,0.959016393442623,0.8984375
ZENODO_10369064,clarithromycin,20,24,0.53,0.960563852995469,0.894719417315014
ZENODO_10369064,clarithromycin,20,24,0.54,0.9620587264929068,0.8908723475917818
ZENODO_10369064,clarithromycin,20,24,0.55,0.9635036496350364,0.8868894601542416
ZENODO_10369064,clarithromycin,20,24,0.56,0.9649010848755584,0.8827634333565946
ZENODO_10369064,clarithromycin,20,24,0.5700000000000001,0.9662533354261496,0.8784864096642387
ZENODO_10369064,clarithromycin,20,24,0.5800000000000001,0.9675625579240038,0.8740499457111834
ZENODO_10369064,clarithromycin,20,24,0.5900000000000001,0.9688307739090772,0.8694449566660519
ZENODO_10369064,clarithromycin,20,24,0.6000000000000001,0.970059880239521,0.8646616541353384
ZENODO_10369064,clarithromycin,20,24,0.6100000000000001,0.97125165855816,0.8596894767107532
ZENODO_10369064,clarithromycin,20,24,0.6200000000000001,0.9724077839093812,0.8545170121235823
ZENODO_10369064,clarithromycin,20,24,0.63,0.9735298325940764,0.8491319097984434
ZENODO_10369064,clarithromycin,20,24,0.64,0.9746192893401016,0.843520782396088
ZENODO_10369064,clarithromycin,20,24,0.65,0.9756775538568452,0.8376690946930281
ZENODO_10369064,clarithromycin,20,24,0.66,0.9767059468347492,0.8315610378562314
ZENODO_10369064,clarithromycin,20,24,0.67,0.9777057154438588,0.8251793868232224
ZENODO_10369064,clarithromycin,20,24,0.68,0.9786780383795308,0.8185053380782918
ZENODO_10369064,clarithromycin,20,24,0.6900000000000001,0.9796240304982252,0.8115183246073299
ZENODO_10369064,clarithromycin,20,24,0.7000000000000001,0.980544747081712,0.8041958041958042
ZENODO_10369064,clarithromycin,20,24,0.7100000000000001,0.9814411877639831,0.7965130164795796
ZENODO_10369064,clarithromycin,20,24,0.7200000000000001,0.9823143001515918,0.7884427032321253
ZENODO_10369064,clarithromycin,20,24,0.7300000000000001,0.9831649831649832,0.7799547852298416
ZENODO_10369064,clarithromycin,20,24,0.7400000000000001,0.9839940901255848,0.7710159876224857
ZENODO_10369064,clarithromycin,20,24,0.75,0.9848024316109424,0.7615894039735099
ZENODO_10369064,levofloxacin,16,23,0.05,0.5143769968051121,0.9931689931689932
ZENODO_10369064,levofloxacin,16,23,0.06,0.562281722933644,0.9917276105982497
ZENODO_10369064,levofloxacin,16,23,0.07,0.6023516835916625,0.9902595438320528
ZENODO_10369064,levofloxacin,16,23,0.08,0.6363636363636365,0.9887640449438202
ZENODO_10369064,levofloxacin,16,23,0.09,0.6655948553054664,0.9872403377920236
ZENODO_10369064,levofloxacin,16,23,0.1,0.6909871244635194,0.985687616677038
ZENODO_10369064,levofloxacin,16,23,0.11,0.7132501006846558,0.9841050449205252
ZENODO_10369064,levofloxacin,16,23,0.12,0.732928679817906,0.9824917533620908
ZENODO_10369064,levofloxacin,16,23,0.13,0.7504481893151669,0.9808468387675358
ZENODO_10369064,levofloxacin,16,23,0.14,0.7661454792658058,0.97916936214258
ZENODO_10369064,levofloxacin,16,23,0.15,0.7802907915993539,0.9774583469454426
ZENODO_10369064,levofloxacin,16,23,0.16,0.7931034482758621,0.9757127771911298
ZENODO_10369064,levofloxacin,16,23,0.1699999999999999,0.8047633049103207,0.973931595439696
ZENODO_10369064,levofloxacin,16,23,0.18,0.8154192459200902,0.9721137006601104
ZENODO_10369064,levofloxacin,16,23,0.19,0.8251955759374158,0.9702579459606616
ZENODO_10369064,levofloxacin,16,23,0.2,0.8341968911917099,0.968363136176066
ZENODO_10369064,levofloxacin,16,23,0.21,0.8425118365312735,0.9664280253006188
ZENODO_10369064,levofloxacin,16,23,0.22,0.8502160345655305,0.964451313755796
ZENODO_10369064,levofloxacin,16,23,0.2299999999999999,0.8573743922204216,0.9624316454797244
ZENODO_10369064,levofloxacin,16,23,0.24,0.8640429338103758,0.9603676048248132
ZENODO_10369064,levofloxacin,16,23,0.25,0.8702702702702704,0.9582577132486388
ZENODO_10369064,levofloxacin,16,23,0.26,0.876098786102972,0.9561004257818236
ZENODO_10369064,levofloxacin,16,23,0.27,0.8815656053538836,0.9538941272551784
ZENODO_10369064,levofloxacin,16,23,0.28,0.886703383162864,0.9516371282667468
ZENODO_10369064,levofloxacin,16,23,0.29,0.8915409585640636,0.9493276608675834
ZENODO_10369064,levofloxacin,16,23,0.3,0.8961038961038962,0.9469638739431208
ZENODO_10369064,levofloxacin,16,23,0.31,0.9004149377593362,0.9445438282647586
ZENODO_10369064,levofloxacin,16,23,0.32,0.904494382022472,0.9420654911838792
ZENODO_10369064,levofloxacin,16,23,0.33,0.9083604034877756,0.9395267309377738
ZENODO_10369064,levofloxacin,16,23,0.3399999999999999,0.9120293235588138,0.9369253105339572
ZENODO_10369064,levofloxacin,16,23,0.35,0.9155158407798536,0.9342588811759904
ZENODO_10369064,levofloxacin,16,23,0.36,0.918833227647432,0.9315249751902084
ZENODO_10369064,levofloxacin,16,23,0.37,0.9219934994582882,0.9287209984085768
ZENODO_10369064,levofloxacin,16,23,0.38,0.9250075597218024,0.9258442219582556
ZENODO_10369064,levofloxacin,16,23,0.39,0.9278853258460176,0.9228917734032496
ZENODO_10369064,levofloxacin,16,23,0.4,0.9306358381502892,0.9198606271777005
ZENODO_10369064,levofloxacin,16,23,0.41,0.933267354729252,0.916747594243842
ZENODO_10369064,levofloxacin,16,23,0.42,0.9357874342651537,0.9135493109003044
ZENODO_10369064,levofloxacin,16,23,0.43,0.9382030085377422,0.910262226658198
ZENODO_10369064,levofloxacin,16,23,0.44,0.9405204460966544,0.9068825910931172
ZENODO_10369064,levofloxacin,16,23,0.45,0.9427456083279117,0.9034064395706952
ZENODO_10369064,levofloxacin,16,23,0.46,0.9448838989538147,0.8998295777314903
ZENODO_10369064,levofloxacin,16,23,0.47,0.9469403078463272,0.8961475646075512
ZENODO_10369064,levofloxacin,16,23,0.48,0.9489194499017682,0.8923556942277692
ZENODO_10369064,levofloxacin,16,23,0.49,0.9508255996143185,0.8884489755518162
ZENODO_10369064,levofloxacin,16,23,0.5,0.9526627218934912,0.8844221105527639
ZENODO_10369064,levofloxacin,16,23,0.51,0.9544344995931652,0.8802694702459937
ZENODO_10369064,levofloxacin,16,23,0.52,0.9561443581544083,0.8759850684363335
ZENODO_10369064,levofloxacin,16,23,0.53,0.9577954877090584,0.8715625329259299
ZENODO_10369064,levofloxacin,16,23,0.54,0.9593908629441624,0.8669950738916256
ZENODO_10369064,levofloxacin,16,23,0.55,0.9609332609875204,0.8622754491017964
ZENODO_10369064,levofloxacin,16,23,0.56,0.9624252775405636,0.8573959255978743
ZENODO_10369064,levofloxacin,16,23,0.5700000000000001,0.9638693414557296,0.8523482374141231
ZENODO_10369064,levofloxacin,16,23,0.5800000000000001,0.9652677279305356,0.8471235388494155
ZENODO_10369064,levofloxacin,16,23,0.5900000000000001,0.9666225704691156,0.8417123527353317
ZENODO_10369064,levofloxacin,16,23,0.6000000000000001,0.9679358717434868,0.8361045130641329
ZENODO_10369064,levofloxacin,16,23,0.6100000000000001,0.9692095134708378,0.8302891012459174
ZENODO_10369064,levofloxacin,16,23,0.6200000000000001,0.9704452654092942,0.8242543751540546
ZENODO_10369064,levofloxacin,16,23,0.63,0.971644793562602,0.8179876899886949
ZENODO_10369064,levofloxacin,16,23,0.64,0.972809667673716,0.8114754098360656
ZENODO_10369064,levofloxacin,16,23,0.65,0.973941368078176,0.8047028086218159
ZENODO_10369064,levofloxacin,16,23,0.66,0.97504129198018,0.7976539589442815
ZENODO_10369064,levofloxacin,16,23,0.67,0.9761107592073116,0.7903116070213635
ZENODO_10369064,levofloxacin,16,23,0.68,0.9771510174937524,0.782657031684269
ZENODO_10369064,levofloxacin,16,23,0.6900000000000001,0.9781632473364446,0.7746698849921908
ZENODO_10369064,levofloxacin,16,23,0.7000000000000001,0.9791485664639444,0.7663280116110304
ZENODO_10369064,levofloxacin,16,23,0.7100000000000001,0.9801080339535282,0.7576072435802286
ZENODO_10369064,levofloxacin,16,23,0.7200000000000001,0.981042654028436,0.7484811664641554
ZENODO_10369064,levofloxacin,16,23,0.7300000000000001,0.9819533795638734,0.7389208521225314
ZENODO_10369064,levofloxacin,16,23,0.7400000000000001,0.9828411153275036,0.7288945524052245
ZENODO_10369064,levofloxacin,16,23,0.75,0.9837067209775968,0.7183673469387755
