dataset_id,isolate_id,lineage_recomputed,clustering_method,core_variable_sites,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,development_5nn_distance,development_5nn_percentile
HPGP_GLOBAL,GER-005,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.89801,2.5103447,19.354671,12.073676,-1.1747407,0.6974428,1.7494649,-0.21368718,0.07286694,-0.6640376,0.3890808008278951,0.4685990338164251
HPGP_GLOBAL,GER-006,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.0754,-2.7720275,21.861778,2.6888382,0.3149752,0.77072304,-4.566564,-2.9098854,2.4411628,1.0150707,0.2954281324155909,0.2995169082125604
HPGP_GLOBAL,GER-010,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.17335,2.5752168,19.37411,12.2568445,-1.2824618,-0.18580312,1.0421085,0.23260736,0.3418853,0.432734,0.2478199189525821,0.181159420289855
HPGP_GLOBAL,GER-012,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.115456,4.315136,19.575937,14.342922,-1.4328532,-0.54406136,1.7103385,0.4019007,-0.7958211,-0.867941,0.3069498315908134,0.3188405797101449
HPGP_GLOBAL,GER-013,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.16671,1.1257124,17.872734,11.446681,-1.6107816,-2.0250459,0.98713565,-1.7122623,-0.6606188,-0.62843084,0.4093178454145242,0.5144927536231884
HPGP_GLOBAL,GER-015,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.16867,5.6470723,19.71926,14.516647,-1.5277299,-1.2072322,1.3842028,0.76937896,-1.1485482,-0.35076016,0.3145413533741449,0.3429951690821256
HPGP_GLOBAL,GER-019,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.60362,-3.2378383,17.074675,5.1470294,-0.14549604,1.2905961,-1.0126626,-0.91900396,-1.1349592,0.7581922,0.4250447210538578,0.5410628019323671
HPGP_GLOBAL,GER-021,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.441444,2.9153907,17.485147,13.94013,-0.6439922,-1.3827084,2.9740703,1.4439659,-0.7683618,0.35895053,0.3750073514716734,0.4516908212560386
HPGP_GLOBAL,GRE-001,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.613235,-4.717853,20.631155,2.0076215,-0.30930215,2.7028348,-4.6208243,-2.184285,2.895434,1.0830106,0.2720692617160817,0.251207729468599
HPGP_GLOBAL,GRE-004,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.18585,-5.5448823,21.543411,1.8441328,-0.4147109,3.8458729,-5.354157,-3.0644276,2.5442386,1.6707956,0.307795623796009,0.3285024154589372
HPGP_GLOBAL,GRE-008,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.46683,-2.5928297,20.679129,3.512387,0.08227847,1.8938932,-3.8388956,-0.99645114,3.123575,2.5710742,0.2730177609572372,0.2536231884057971
HPGP_GLOBAL,GRE-012,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.99519,-3.8205962,20.33954,3.0833728,-0.32853797,2.6984277,-2.755047,-0.97865206,1.6408776,0.95397544,0.2706804032394199,0.2439613526570048
HPGP_GLOBAL,GRE-019,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.08169,-3.8219223,20.470873,3.108668,-0.29201698,1.9778901,-2.9069905,-1.4777894,1.6529204,2.053044,0.2503731994501257,0.1884057971014492
HPGP_GLOBAL,GRE-020,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.70187,-5.8585706,20.951683,0.6390351,-0.065997,2.323576,-5.169487,-3.1390789,3.5092297,1.0979444,0.2828197928258118,0.2657004830917874
HPGP_GLOBAL,GRE-044,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.4337,-1.5591967,18.659786,4.8823824,0.034084562,1.6718574,-3.2025502,-1.8893628,1.7677505,1.3865151,0.2523337241878433,0.2053140096618357
HPGP_GLOBAL,IND-005,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.27471,-2.4600742,15.757931,2.211221,0.4720455,2.1612487,-3.7433796,-2.4140925,1.6817003,-0.5663704,0.3923748189507766,0.4710144927536231
HPGP_GLOBAL,IND-006,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,92.86982,-3.0972211,13.242158,1.9662673,0.8338426,3.0104878,-5.424179,-1.620977,2.7296596,1.6852438,0.6236924531820703,0.7222222222222222
HPGP_GLOBAL,IND-007,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.391136,30.554253,8.111919,27.82357,-0.84150076,-10.073001,10.590035,0.5740232,-6.472872,-6.805954,0.8755792175818196,0.8671497584541062
HPGP_GLOBAL,IND-008,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.2891,24.216686,9.962752,23.06726,-0.69154716,-8.273758,8.759896,1.8611529,-4.8589883,-5.25975,0.7716346007976436,0.8091787439613527
HPGP_GLOBAL,IND-009,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,84.79791,28.450369,8.058305,26.867104,-0.6354557,-8.732834,9.3345585,1.296186,-6.4814343,-6.8688555,0.7715830256224573,0.8067632850241546
HPGP_GLOBAL,ISL-002,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,77.85742,24.95524,18.822468,39.501244,-3.4826152,-11.218864,13.464037,3.033003,-8.250892,-3.8872023,0.5430637955183032,0.6521739130434783
HPGP_GLOBAL,ISL-004,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,78.10589,24.752634,18.446915,39.47326,-3.5470877,-11.793619,13.450763,2.6220534,-7.830501,-3.5871568,0.5315954359858405,0.644927536231884
HPGP_GLOBAL,ISL-005,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,78.40366,24.307596,18.998455,38.66997,-3.295036,-11.596868,13.350606,2.9861276,-7.775094,-4.062922,0.5332781654986821,0.6497584541062802
HPGP_GLOBAL,ISL-007,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,77.72489,25.193953,18.724758,39.68828,-3.5849946,-11.423075,13.342956,2.7057943,-7.1873565,-4.3975754,0.5849072554378152,0.6956521739130435
HPGP_GLOBAL,ISL-009,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,78.15479,25.365982,19.038694,39.431046,-3.7038374,-11.957806,13.857938,3.3672917,-8.469993,-3.59988,0.5660482274679396,0.6739130434782609
HPGP_GLOBAL,ISR-006,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.3199,-0.87608075,20.368578,6.8918915,-0.6265137,1.2538574,-3.435254,-2.0435684,1.392404,1.5670421,0.2311574382575919,0.1570048309178744
HPGP_GLOBAL,ITA-004,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.81785,-5.02105,20.689089,2.8540297,-0.29877868,3.4891794,-3.4893506,-2.9262679,2.9127383,2.2611053,0.3112683636418694,0.3357487922705314
HPGP_GLOBAL,ITA-007,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.94851,-5.1457415,19.41598,3.4357631,-0.3868022,3.489503,-2.4467027,-1.1710712,2.8311162,2.599424,0.3119699868691062,0.3381642512077294
HPGP_GLOBAL,ITA-008,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.642265,-0.6549023,18.682528,9.329587,-0.7384444,1.3712381,-1.2251823,0.45029667,1.6684852,1.1381725,0.3179530552253323,0.3454106280193236
HPGP_GLOBAL,ITA-009,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.09933,-5.8117213,16.991716,2.9604354,-0.43768233,2.976685,-2.4165792,0.31184104,2.8000865,0.30501884,0.3534721230853421,0.4130434782608695
HPGP_GLOBAL,ITA-012,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.367325,-3.2415626,17.410395,4.728454,-0.8383833,2.1881833,-0.8462977,-0.5416809,2.503164,0.9068884,0.3768694933534245,0.4565217391304347
HPGP_GLOBAL,ITA-013,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.20464,-6.3308997,19.921352,0.94387394,-0.40804166,3.355057,-4.4466834,-1.4891768,1.0657042,0.4400851,0.3628057794227342,0.4347826086956521
HPGP_GLOBAL,ITA-015,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.21924,-2.618663,18.538435,4.713925,-0.39688727,2.7254128,-2.2219903,-1.2322162,1.3535174,3.1003804,0.3550853171818441,0.4154589371980676
HPGP_GLOBAL,ITA-016,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.36526,-4.039114,18.060055,4.1234508,-0.8435199,4.291529,-2.3475008,-0.9342193,4.1327147,1.2664171,0.3650614973756269,0.4396135265700483
HPGP_GLOBAL,ITA-022,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.78651,1.772375,20.45087,9.03411,-0.84129596,1.49435,-2.0967028,-0.4717971,1.2559495,1.2751285,0.2993369971711256,0.3067632850241545
HPGP_GLOBAL,ITA-026,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.87215,-4.8060374,17.60193,4.642865,-1.1118158,3.8709574,-4.3019137,-1.8275452,4.568959,2.7837167,0.3926780708980639,0.4734299516908212
HPGP_GLOBAL,ITA-027,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.40999,-2.194228,20.921165,4.5735226,-0.07293318,2.5504105,-3.263431,-0.9133138,2.0409224,3.0992248,0.3081632487838087,0.3333333333333333
HPGP_GLOBAL,ITA-028,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.54383,-2.5707505,21.188433,6.486653,-0.73688984,1.1181085,-3.8769617,-1.7581666,3.020711,1.4444449,0.2380966582407157,0.1666666666666666
HPGP_GLOBAL,ITA-030,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.55324,-2.0728693,18.196337,7.4129415,-0.9167817,0.63338125,-1.1815623,-0.870395,0.9960085,0.033652347,0.3266963968194457,0.359903381642512
HPGP_GLOBAL,KAZ-001,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.17625,-5.244645,19.238657,3.016879,-0.41440794,2.5598254,-2.863627,-1.3024275,2.6515393,1.4036714,0.2510958508573059,0.1932367149758454
HPGP_GLOBAL,KGZ-001,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.172424,0.5265025,19.055004,0.9560499,0.021004912,0.76333624,-5.1381025,-1.6656214,2.3387427,1.1215703,0.3308866313279738,0.3719806763285024
HPGP_GLOBAL,KGZ-004,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.325134,32.882687,7.3426476,14.469265,-1.5701958,-5.1034694,3.865503,1.4192656,-1.6728513,-0.4170345,0.9415856299447546,0.8816425120772947
HPGP_GLOBAL,KGZ-009,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.08239,6.265572,18.360676,6.283402,0.11538512,-0.9612184,-1.6633526,-2.0496135,2.5560253,0.34861404,0.4393034766270405,0.5579710144927537
HPGP_GLOBAL,KGZ-010,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.9545,27.061958,9.946686,14.234057,-1.4805335,-4.051335,2.6742861,0.07587613,-0.8469344,-1.0639931,0.7418202838939918,0.7874396135265701
HPGP_GLOBAL,LAT-002,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.251495,-1.0868869,21.466253,6.1664276,-1.3542105,0.3745952,-3.6392257,-2.3487322,1.204218,1.6753724,0.2649506583917531,0.2318840579710145
HPGP_GLOBAL,LAT-003,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,90.37506,-1.2370107,19.98569,2.2165496,0.11026934,0.9449262,-5.0720887,-2.0986173,1.9293643,0.7778502,0.297739907813392,0.3043478260869565
HPGP_GLOBAL,LAT-009,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.1688,2.9086592,20.115253,12.953657,-1.5537827,-1.2950203,0.2447867,-0.25454554,1.4757328,0.78641176,0.201740213912682,0.1280193236714976
HPGP_GLOBAL,LAT-014,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.36248,6.624467,20.457264,16.553308,-1.7966487,-2.4915898,1.5694232,-0.48469695,-1.5195467,0.21008983,0.2796053263920687,0.2632850241545894
HPGP_GLOBAL,LAT-015,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,83.9645,10.365194,20.049347,21.291653,-2.1403232,-4.2690854,5.578445,1.4101146,-3.4193401,0.7939433,0.2520050657666387,0.2004830917874396
HPGP_GLOBAL,LAT-017,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.97138,3.646045,19.994637,12.617165,-1.1843042,-1.5371901,-1.8051114,-0.7836438,0.97224253,0.70341474,0.2638443656370057,0.2270531400966183
HPGP_GLOBAL,LAT-018,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.71872,7.739852,20.642384,18.806416,-2.7655559,-2.7841914,4.6200714,1.507532,-1.2704289,0.7025269,0.4914546962550403,0.6135265700483091
HPGP_GLOBAL,LAT-019,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,84.52181,9.839751,19.785944,22.481077,-2.4848955,-3.8060973,5.0835767,0.84619147,-2.8933384,0.09325791,0.2718731529654907,0.2487922705314009
HPGP_GLOBAL,LAT-021,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,84.844955,9.560985,20.10175,20.616983,-2.2637162,-3.7700315,4.753545,0.13675657,-3.228219,0.014144729,0.3250979439066393,0.3526570048309179
HPGP_GLOBAL,LAT-023,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.06198,3.7422144,20.768059,13.500931,-0.749446,-1.7367604,0.41035315,0.772806,0.1140075,-0.8745418,0.290776350949767,0.2898550724637681
HPGP_GLOBAL,LAT-024,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,83.39831,12.33287,18.906473,22.787416,-2.7363205,-4.8399496,5.7816105,0.9049705,-3.9080412,-0.4154428,0.341929545119796,0.3961352657004831
HPGP_GLOBAL,LAT-026,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.419106,4.5175385,20.659168,11.43189,-0.7694308,-0.50787795,-0.8977004,-0.12648176,0.96753246,1.7185097,0.2450274377598832,0.1763285024154589
HPGP_GLOBAL,LAT-027,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.27455,11.024089,17.712856,14.638728,-1.2401646,-1.8284215,1.2179711,0.7103016,-0.543978,0.6541209,0.2734144821487594,0.2560386473429952
HPGP_GLOBAL,LAT-029,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.164276,11.820537,15.728866,11.09543,0.026770871,-1.4102865,-0.6392123,-0.101913705,0.48552024,0.16173077,0.4233683650958287,0.5362318840579711
HPGP_GLOBAL,LIT-001,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.17262,-0.9255622,21.266909,8.60447,-1.0697376,0.19365658,-3.166164,-1.5897636,3.4786665,-0.0010489693,0.3277506763397911,0.3671497584541063
HPGP_GLOBAL,LIT-003,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.23825,6.7032995,20.415169,14.982751,-1.5397553,-2.3514192,1.0004759,2.070417,0.056031384,-0.035901725,0.2893459619972671,0.28743961352657
HPGP_GLOBAL,LIT-006,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.0674,1.3947827,20.474203,9.15932,-1.5719119,-0.45313916,-2.1346974,-0.5700019,1.848433,1.5188727,0.2620651475907928,0.2222222222222222
HPGP_GLOBAL,LIT-008,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.1937,1.3983375,20.556818,8.403416,-1.3650836,-1.6799487,-2.6034346,-0.12544706,1.4244789,1.1830565,0.3277278508424166,0.3647342995169082
HPGP_GLOBAL,LIT-010,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.07477,6.436462,20.02365,15.666494,-1.7629552,-2.477996,1.4450725,0.20105168,-1.0123124,1.0186934,0.2276947821748352,0.1400966183574879
HPGP_GLOBAL,LIT-013,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.75953,3.2368433,21.013414,11.771011,-1.6430115,-0.8214514,-0.4426979,-0.58469105,1.0794601,1.8756167,0.2294224248384103,0.144927536231884
HPGP_GLOBAL,LIT-020,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.21233,3.6437857,20.410387,13.281608,-1.1919467,-2.1066616,-0.11565937,-0.17096747,0.8638895,0.16877754,0.2349044726181223,0.1618357487922705
HPGP_GLOBAL,LIT-021,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,83.96269,10.895718,20.331882,22.45317,-2.6229796,-4.9067793,5.4272876,0.47833216,-2.6316261,0.8518512,0.2851126021325353,0.2753623188405797
HPGP_GLOBAL,LIT-025,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.48406,6.7192316,19.925169,15.770919,-1.904361,-1.9341402,1.5395521,0.9167377,-0.17221607,0.36383355,0.2041453760529069,0.1304347826086956
HPGP_GLOBAL,LIT-028,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.16268,5.5805764,20.65665,16.547932,-1.7345443,-1.5033095,1.2638681,-0.24254927,-0.4629936,0.4904304,0.2310298157945136,0.1545893719806763
HPGP_GLOBAL,LIT-032,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.011765,3.7579007,20.407604,12.750072,-1.4173797,-0.9274752,1.9777898,0.28477478,0.82016814,-0.39031476,0.2708555014464678,0.2463768115942029
HPGP_GLOBAL,LIT-041,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.09518,7.700648,18.418406,14.995235,-1.5647451,-2.5428917,2.03867,0.6074628,-1.6088806,-1.049219,0.3613377757536522,0.429951690821256
HPGP_GLOBAL,MAL-019,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,85.04368,30.805843,7.64927,26.884254,-0.8098519,-9.465329,10.164724,1.2677205,-6.000455,-7.140635,0.8022721362047424,0.8236714975845411
HPGP_GLOBAL,POL-004,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.211784,-1.7573819,20.59041,4.9059696,-0.4123705,0.82931274,-4.06524,-1.1561295,1.0370344,0.59800035,0.2780072377899318,0.2584541062801932
HPGP_GLOBAL,POL-005,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.257324,-1.7069091,21.604921,6.4555144,-1.1216834,0.71715987,-4.0394745,-2.1373124,2.33885,-0.2696642,0.2909164327574723,0.2922705314009662
HPGP_GLOBAL,POL-006,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.61195,-2.04884,21.396324,3.9905152,-0.50493675,-0.1308873,-2.841827,-2.4464018,2.5734305,1.0930729,0.2962501253193402,0.3019323671497584
HPGP_GLOBAL,POL-007,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.71581,-1.8516358,20.557734,5.4805765,-1.194127,1.0754284,-3.0412498,-1.9880037,3.7186267,1.9775765,0.2891962399957941,0.2850241545893719
HPGP_GLOBAL,POL-008,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.431595,-0.49176213,20.091476,6.1614914,-0.7618016,1.3242385,-3.2447171,-2.076556,2.1298234,-0.23765545,0.2541066206918789,0.2125603864734299
HPGP_GLOBAL,POL-009,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,88.126015,0.2586906,20.357286,9.32278,-0.58736205,0.33318916,-0.7992758,-0.14531219,1.46437,-0.9661785,0.3735419505038003,0.4492753623188406
HPGP_GLOBAL,POL-010,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,89.141045,-2.5715556,21.282997,5.556994,-0.62540054,1.8314508,-3.7905931,-2.2347052,1.9961756,2.6093955,0.2637024168241144,0.2246376811594203
HPGP_GLOBAL,POL-104,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,86.22981,4.724761,19.416807,15.003319,-1.5807676,-1.3298308,0.9962443,0.56005883,0.17425185,0.67361367,0.2308645041336764,0.1497584541062802
HPGP_GLOBAL,POL-105,SNP_CLUSTER_01,core_SNP_TruncatedSVD20_KMeans8_fit_HPGP_GLOBAL,217003,87.13668,3.218982,20.68099,12.403962,-1.4837742,-0.22760561,0.18804775,0.12663911,1.8488462,-0.09402968,0.24862422348336,0.1835748792270531
